"","q_num","status_description","way_forward","file"
"1","2.2c","Status description: New question added in 2020 reporting round. No data available from country from 2017.","Way forward: ","Afghanistan_651_2020_EN_Final_05.01.2021.docx"
"2","2.2c","Status description:Vulnerable groups are included in constitution or high-level law, but no explicit procedures are in place. ","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"3","2.2c","État d’avancement :La constitution algérienne consacre l’égalité entre les citoyens et les citoyennes dans tous les domaines et face à la loi y compris le droit d’accès à l’eau et l’assainissement :L’article 34 de la constitution stipule que « Les institutions ont pour finalité d'assurer l'égalité en droits et devoirs de tous les citoyens et citoyennes en supprimant les obstacles qui entravent l'épanouissement de la personne humaine et empêchent la participation effective de tous, à la vie politique, économique, sociale et culturelle ». L’article 38 de la constitution stipule que « Les libertés fondamentales et les droits de l'Homme et du Citoyen sont garantis. Ils constituent le patrimoine commun de tous les algériens et algériennes, qu'ils ont le devoir de transmettre de génération en génération pour le conserver dans son intégrité et son inviolabilité ».L’article 68  de la constitution consacre le droit du citoyen à un environnement sain et l'Etat œuvre à la préservation de l'environnement.  Il convient de souligner que le principe d’équité est intégré dans l’ensemble des politiques de l’eau depuis les années 90.","Perspectives pour l’avenir :","Algeria_651_2020_FR_Final_21.10.2020.docx"
"4","2.2c","Descripción de la situación: ","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"5","2.2c","Descrição da situação:  Actualmente a República de Angola possui um instrumento de política intitulado “Programa Nacional de Combate à Pobreza”. No quadro da implementação deste programa a população vulnerável tem sido abrangida do ponto de vista da melhoria socioeconómica. Um dos exemplos práticos tem haver com a implementação de um subprograma virado para a Mulher Rural, cujo o modo de vida está fundamentalmente ligada à Agricultura de Subsistência.","Próximas medidas: Desenvolvimento de Políticas Públicas que garantam a inclusão das camadas vulneráveis da população. ","Angola_651_2020_PT_Final_31.07.2020.docx"
"6","2.2c","Status description: The vulnerable group that is to be considered are the local farmers (livestock or crop) as they are potentially in the areas that would be most affected by the improper management of water resources.","Way forward: Vulnerable groups need to be kept up to date with the processes of IWRM. ","Antigua and Barbuda_651_2020_EN_Final_31.08.2020.docx"
"7","2.2c",NA,NA,"Armenia_651_2020_EN_Final_24.07.2020.docx"
"8","2.2c","Status description: The National Water Initiative recognises the water needs of Indigenous Australians by the necessity to consider these needs in water access planning and management. These involve:the inclusion of Indigenous representation in water planning;developing water plans that incorporate Indigenous social, spiritual and customary objectives, and strategies for achieving these objectives; water planning processes that consider the possible existence of native title rights to water and the allocation of water to native title holders; andaccounting for water allocated to native title holders for traditional cultural purposes.Indigenous involvement has been improving over the past couple of decades with increased representation and, more recently, commitments to provide legal access to water for cultural and social purposes. More recently, engagement with Aboriginal nations was undertaken during the development of WRP’s under the Basin Plan.In the 2017 review of National Water Reform, the PC made several recommendations regarding the need to revisit the NWI revising policy settings to address the needs of Indigenous Australians. The PC found that some states and territories had progressed consultation with Indigenous communities in water planning processes, but this did not extend to explicitly including details of Indigenous cultural values and outcomes in water plans. The final report found all jurisdictions needed to undertake further work in this area. While some jurisdictions have made provisions for Indigenous access to water for economic use and development purposes, the NWI does not explicitly address the need to provide Indigenous Australians water for economic development purposes. Indigenous communities may source water entitlements for consumptive use through standard entitlement frameworks; however, without removal of historical barriers, access remains a key area that needs to be addressed by government policy. In 1998, the Murray Lower Darling Rivers Indigenous Nations (MLDRIN) confederation was established to pursue Aboriginal interests in water resource management in the southern half of the Murray-Darling Basin. The Northern Basin Aboriginal Nations confederation was formed in 2010 to represent Aboriginal nations in the northern part of the Murray-Darling Basin. The Water Act provides for BCC’s to provide a community perspective on water resource, environmental, cultural and socioeconomic matters. The BCC includes two dedicated Aboriginal committee members and an Indigenous subcommittee, who provide advice on matters relating to Aboriginal interests in the Basin.The Water Act was amended in September 2019 to provide for the appointment of an Indigenous Authority member on the board of the MDBA. The Australian Government has taken action to improve water access for Aboriginal people in the Basin by establishing the Murray-Darling Basin Aboriginal Water Entitlements Program. This program will provide $40 million over 4 years to help Indigenous communities invest in water for cultural and economic activities. The Australian Government has also funded research to inform our understanding of Aboriginal values relating to water. The National Cultural Flows Research Project is also developing tools to better integrate Aboriginal water requirements and preferences into water policy making and decisions. ","Way forward: Governments have, on a no regrets basis, committed to explore renewing the way in which Indigenous water interests and uses are reflected in the NWI. The PC are currently undertaking the next review of the NWI and it will consider how jurisdictions have improved Indigenous involvement in water planning, the achievement of cultural outcomes, and progress made towards providing water for economic purposes.  The Birrarung Council was appointed by the Government in August 2018 as prescribed by the Yarra River Protection (Wilip-gin Birrarung murron) Act 2017 (the Act) to be the independent voice of the Yarra River as a living entity and to provide independent advice to the Government on the implementation of the Act.Traditional Owners have a permanent voice through the Act’s requirement that at least two members of the Birrarung Council must be nominated from the Wurundjeri Woi-wurrung Cultural Heritage Aboriginal Corporation. The Birrarung Council will champion the interests of the Yarra River as one living and integrated natural entity, as reflected in the 50-year Community Vision and the Wurundjeri Woi-wurrung people’s place based water policy response to the Act; (Nhanbu narrun ba ngargunin twarn Birrarung)","Australia_651_2020_EN_Final_12.08.2020.docx"
"9","2.2c","Status description: All Austrian citizens have the same rights with regard to water resources planning and management. No difference is made for vulnerable groups. All relevant information are provided free of charge and electronical publications are provided accessible for people with disabilities.","Way forward: No changes foreseen.","Austria_651_2020_EN_Final_13.08.2020.docx"
"10","2.2c","Status description: Communities suffered from flooding or droughts participate in actions to minimise scale of their negative impact    ","Way forward: ","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
