"","q_num","status_description","way_forward","file"
"1","1.1b","Status description: Water law (2009) is to enforce the principles of Article Nine of The Constitution of Afghanistan for the purpose of conservation, equitable distribution, and the efficient and sustainable use of water resources, to strengthen the national economy and secure the rights of the water users, in accordance with the principles of Islamic jurisprudence and the praiseworthy customs and traditions of the people.","Way forward: ","Afghanistan_651_2020_EN_Final_05.01.2021.docx"
"2","1.1b","Status description: - Law 111/2012 ""On Water Resources Management"", amended in 2018 which also brought the establishment of the Water Resources Management Agency.- Law 9115, 24.07.2003 “On Environmental treatment of wastewater”- Albania is part of ESPOO Convention, which is ratified by law 9478, dated 16.2.2006;- Albania is part of Barcelona Convention, which is ratified by law 8690, dated 16.11.2000;- Albania is part of Helsinki Convention, which is ratified by law 29/2014, dated 27.03.2014;- Albania is part of MARPOL Convention, which is ratified by law 9594, dated 27.07.2006;- Albania is part of UNCLOS Convention, which is ratified by law 9055, dated 24.4.2003.","Way forward: -Through the project EUSIWM (European Union Support to Integrated Water Management), with support from ADA we are working on the transposition of the entire EU directives related to water, in order to have a complete framework for water resources management in Albania.- Also now we are on the process of adopting a new DCM on water use permits, and after that on the DCMs of water tariffs.","Albania_651_2020_EN_Final_24.09.2020.docx"
"3","1.1b","État d’avancement : La souscription de l'Algérie aux recommandations de la conférence des Nations Unies sur l’Environnement et le Développement de Rio, tenue en 1992, l'a amenée à initier la révision du Code de l’eau, puis des outils stratégiques d’aménagement du territoire. Dès 1996, l’Ordonnance n°96-13 du 15 juin 1996, modifiant et complétant la loi n° 83-17 du 16 juillet 1983 portant code des eaux, a mis en place une politique nationale orientée vers la préservation qualitative et quantitative de la ressource, la gestion rationnelle et économique planifiée à échelle du bassin versant, et enfin l'association de partenaires publics-privés. La constitution Algérienne de 2016 consacre, à travers son article 19, l'utilisation rationnelle des ressources naturelles ainsi que leur préservation au profit des générations futures et protège également le domaine public hydrauliqueLes principes d’équité et d’universalité de l’accès à l’eau et à l’assainissement sont intégrés dans les différentes politiques du secteur depuis les années 90. Par ailleurs, le principe de développement durable est inscrit dans les principaux textes de loi et instructions concernant l’aménagement du territoire de protection de l’environnement et de gestion et mobilisation des ressources en eau.L’Algérie s’est dotée d’un arsenal juridique pour définir un cadre légal à toutes les interventions susceptibles de porter atteintes à la santé humaine, les ressources en eaux et tous les milieux récepteurs. Les principales législations relatives à l’eau sont contenues dans :La loi n°05-12 du 4 août 2005 relative à l'eau ;La loi n° 83-03 du 05 février 1983 relative à la protection de l'environnement ;La loi n° 03-10 du 19 juillet 2003 relative à la protection de l'environnement dans le cadre du développement durable ;La loi n° 04-20 du 25 décembre 2004 relative à la prévention des risques majeurs, et à la gestion des catastrophes dans le cadre du développement durable ;La loi n° 85-05 du 16 février 1985 relative à la promotion de la santé.Par décret présidentiel n° 80-14 du 26 janvier 1980, l'Algérie a adhéré à la convention pour la protection de la mer méditerranée contre la pollution, adoptée à Barcelone le 16 février 1976. Par décret présidentiel n°04-141 du 28 avril 2004, l’Algérie a ratifié les amendements à cet instrument international. Cette convention vise la réduction de la pollution et la protection du milieu marin dans la mer Méditerranée. La loi n°05-12 relative à l’eau constitue la loi cadre qui régit le secteur des ressources en eau en Algérie. Elle est en vigueur depuis août 2005. La quasi-totalité de ses textes d’application ont été promulgués durant les 5 premières années de sa publication pour assurer sa mise en œuvre. Cette loi consacre un chapitre aux « instruments institutionnels de la gestion intégrée des ressources en eau » (chapitre IV). Elle a défini :Les plans directeurs d’aménagement des ressources en eau (PDARE), qui définissent « les choix stratégiques de mobilisation, d’affectation et d’utilisation des ressources en eau », pour chaque unité hydrographique ;Le Plan national de l’eau qui « définit les objectifs et les priorités nationales en matière de mobilisation, de gestion intégrée, de transfert et d’affectation des ressources en eau », ainsi que « les mesures d’accompagnement d’ordre juridique, économique, financier, réglementaire et organisationnel nécessaires à sa mise en œuvre » ;Le Conseil National Consultatif des Ressources en Eau (CNCRE), en charge « d’examiner les options stratégiques et les instruments de mise en œuvre du plan national de l’eau » ;Les comités de bassin hydrographiques ;Le rôle des Agences de bassins hydrographiques (regroupées à partir de 2011 sous l’autorité de l’Agence Nationale de Gestion Intégrée des Ressources en Eau ou AGIRE) ;La mise en place d’un système de gestion intégré de l’information sur l’eau au niveau de l’administration chargée des ressources en eau.L’Algérie a commencé, début 2020, à réviser sa loi relative à l’eau dans la perspective de consolider et renforcer son cadre juridique national.","Perspectives pour l’avenir : La révision de la loi relative à l’eau, en cours, permettra de consolider et renforcer le cadre juridique relatif à l’eau.","Algeria_651_2020_FR_Final_21.10.2020.docx"
"4","1.1b","Descripción de la situación: Llei de policía i de protección de les aigües del 31 de juliol de 1985. Reglament de control de les aigües residuals i de protección de les aigües superficials del 18 de desembre de 1996. https://www.mediambient.ad/normativa-aigua ","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"5","1.1b","Descrição da situação: Decreto Legislativos nº 05/98 de 11 de Junho – Lei de Bases do Ambiente, Decreto Legislativo nº 6/02 de 21 de Junho – Lei de Águas, do Decreto Legislativo nº 51/04 de 23 de Julho – Lei sobre Avaliação do Impacto Ambiental.","Próximas medidas: Conclusão da regulamentação da Lei de Bases Ambiental, da Lei de Águas e da Lei sobre Avaliação do Impacto Ambiental.","Angola_651_2020_PT_Final_31.07.2020.docx"
"6","1.1b","Status description: There are general laws governing the national water resources, The Public Utilities Act (2004), however there is no specific laws which solely governs water resources but legislation in itself implies that the APUA governs all water resources. ","Way forward: It is recommended that the heads of APUA, along with the Department of Environment to do intentional follow-ups with the respective Ministers to implement the 2015 Antigua & Barbuda National IWRM Road Map: World Water & Wastewater Solutions.","Antigua and Barbuda_651_2020_EN_Final_31.08.2020.docx"
"7","1.1b","Status description: RA Water Code has been adopted in 2002 and is based on the IWRM principles. Subsequently, based on the provisions of the Water Code, the Law on the Fundamental Provisions of the National Water Policy was adopted in 2005. The Law on the National Water Program was adopted in 2006. The Law on Water User Associations and Federations of Water User Associations has been adopted in 2002. Number of other laws and bylaws have been adopted, however there is lack of implementation mechanisms. Improvement and harmonization of legislation in the water sector is needed.In 2019 amendments have been made and adopted by the Government in Water Code to protect water resources in case of droughts. New regulations cover water permitting process and other management tools during drought. Currently the Ministry of Environment in working on the development of provisions in the Water Code, Law on the Fundamental Provisions of the National Water Policy, and the Law on the National Water Program according to EU Water Framework Directive. Thus, in the process of reforms in water sector the EU WFD was the guidance, but there are still some legislative changes that should be done. ","Way forward: In addition to making amendments in the Water Code, in the Law on Fundamental Provisions of the National Water Policy, and the Law on the National Water Program the Ministry on Environment will undertake to make amendment in by laws. This process can provide the effective implementation of the laws.","Armenia_651_2020_EN_Final_24.07.2020.docx"
"8","1.1b","Status description: The Water Act commenced in 2008 and implemented key reforms for water management in Australia. The key features of the Water Act included establishing: the Murray–Darling Basin Authority (MDBA), a national framework to manage Murray–Darling Basin (the Basin) water resources, including the adoption of the Murray-Darling Basin Plan 2012 (the Basin Plan), and the Commonwealth Environmental Water Holder (CEWO). The Water Act also provided for water charge rules to be developed, for national water information to be provided and for enforcement mechanisms that support compliance. Enforcement mechanisms include injunctions, enforceable undertakings, civil penalties and enforcement notices for contravening a provision of the Water Act, the Water Regulations 2008, water charge rules and the Basin Plan.The Basin Plan was developed as a requirement of the Water Act and a major step in the management of the Basin. The Basin Plan became law in 2012 and sets out the management objectives and outcomes to be achieved for the Basin. This includes the long-term average sustainable diversion limits on the amount of water that can be extracted for consumptive use in the Basin, an Environmental Watering Plan, a Water Quality and Salinity Management Plan, the requirements with which Basin state water resource plans must comply to be accredited by the Commonwealth, provision for critical human water needs, rules for trading and transfer of water rights and a program for monitoring and evaluating the effectiveness of the Basin Plan.The Water Act and Basin Plan provide mechanisms for adjustment and improvement, including periodic reviews and reviews requested by Basin jurisdictions. The Water Act and Basin Plan also give effect to Australia’s obligations under relevant international agreements, such as the Ramsar Convention on Wetlands of International Importance.  The Commonwealth Water Efficiency Labelling and Standards Act 2005 (WELS Act) established a scheme to apply national water efficiency labelling and performance standards to certain water-use products. The WELS Act aims to encourage uptake of water efficient products and appliances in domestic and commercial areas while maintaining individual choice and accounting for regional variations in water supply. The WELS Act is enforced across the country through tools such as monitoring, investigations, education, warning letters, infringement notices, enforceable undertakings, and seeking civil sanctions and penalties.In addition, Australia's national environment law, the Environment Protection and Biodiversity Conservation Act 1999 (EPBC Act), was amended in June 2013,  to enshrine water resources as a matter of national environmental significance, in relation to coal seam gas and large coal mining development. The water trigger allows the impacts of proposed coal seam gas and large coal mining developments on water resources to be comprehensively assessed at a national level.","Way forward:The Australian Government is currently developing legislation to strengthen the compliance and enforcement powers in the Water Act and to introduce criminal offences for conduct such as water theft, meter tampering and the illegal construction of works. These proposed changes have stemmed from a current lack of public confidence in the Basin’s compliance and enforcement systems, particularly since allegations that irrigators were illegally taking water throughout the northern Basin aired in 2017.It is expected that legislating to strengthen compliance and enforcement powers and to introduce criminal offences to the Water Act will provide a deterrent to illegal water take, thereby enhancing the protection of water rights for all water users. The Australian Government is also considering legislation to establish a statutory role that provides independent oversight and monitors the progress of Basin state and Commonwealth agencies’ progress in delivering their commitments under Commonwealth water legislation. Strengthening the compliance and enforcement powers under the Water Act forms part of the government’s commitment to increase transparency and accountability in the management of the Basin’s water resources.","Australia_651_2020_EN_Final_12.08.2020.docx"
"9","1.1b","Status description: Water policy is a national competence in Austria. The Austrian water policy is comprehensively covered by the Austria Water Act 1959 (WRG), latest revised in 2017. https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10010290In the feedback from stakeholder involvement some room for improvement according to enforcement of existing laws was highlighted. ","Way forward: The Austrian water policy is highly inter-connected with EU legislation, e.g. the EU Water Framework Directive or the EU Floods Directive, which is periodically reviewed by the European Commission and revised as appropriate. ","Austria_651_2020_EN_Final_13.08.2020.docx"
"10","1.1b","Status description:  Above water strategy includes needed mechanism and platform for application of IWRM principles","Way forward: National Water Strategy and recently Created Water Commission ","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
