"","q_num","status_description","way_forward","file"
"1","1.1a","Status description: In May 2004, the Ministry of Energy and Water (MEW) developed an overall policy framework, “Strategic Policy Framework for the Water Sector”, providing principle directions for the water sector in Afghanistan. Approved by the Council of Ministers (the Cabinet) recently, the document addresses issues related to water resources management, irrigation, environment and similar areas. Considering the multiple challenges the country faces in the water sector, the policy framework calls for an integrated water resources management, based on the River Basin Approach. As it referenced it should be revised because, it has been expired. ","Way forward: ","Afghanistan_651_2020_EN_Final_05.01.2021.docx"
"2","1.1a","Status description: - Law 111/2012 ""On Water Resources Management"", amended in 2018 which also brought the establishment of the Water Resources Management Agency.- The Integrated Water Resources Management Strategy, adopted in February 2018, which we are experiencing difficulties on implementing.","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"3","1.1a","État d’avancement : Par son appartenance géographique à la zone semi-aride et aride, l’Algérie est classée dans la catégorie des pays pauvres en ressources hydriques. Elle subit depuis les années 70 une sécheresse récurrente avec une baisse de précipitations d'environ 10% durant les 20 dernières années, elle dispose donc de ressources en eau limitées, irrégulières et très inégalement réparties.Consciente des défis à relever dans la gestion des ressources en eau et de la nécessité de mettre en œuvre une nouvelle politique dans le  secteur de l’eau, visant un accès de tous à l’eau potable et l’assainissement,  des Assises nationales de l’eau ont été organisées pour la première fois en Algérie en 1995. Celles-ci ont abouti à :un état des lieux et un diagnostic des systèmes de distribution d’eau potable et d’assainissement qui a identifié les raisons des difficultés à assurer pleinement l’accès à l’eau et à l’assainissement des populations ;l’élaboration d’une nouvelle politique qui s'appuie sur 5 principes nouveaux, à savoir l'unité de la ressource, la concertation, l'économie, l'universalité (l'eau affaire de tous les usagers) et l'écologie ; tout en se donnant de nouveaux instruments (code de l'eau, plans directeurs d'aménagement des ressources en eau (PDARE) et plan national de l'eau (PNE), agences de bassin hydrographique…), cette politique de l'eau vise une gestion intégrée, durable et d'envergure nationale et régionale.S’en est suivi une série de réformes qui ont repensé la mobilisation, la gestion et l’utilisation des ressources en eau, en prenant en compte trois points clés : les principes (cadre réglementaire, gestion intégrée, efficience de l’eau agricole, politique tarifaire ), les institutions (création du ministère des Ressources en eau, des agences de bassins hydrographiques et restructuration des agences nationales et régionales ), et identification des priorités (accès à l’eau potable pour toute la population et à l’assainissement quel que soit sa position géographique et sociale).Le passage en revue des cadres juridique et institutionnel fournit une vision synthétique du secteur de l’eau en Algérie et permet d’apprécier les changements intervenus pour répondre aux dysfonctionnements constatés, améliorer l’accès de tous à l’eau et l’assainissement,  poser  les jalons d’une gestion moderne du secteur de l’eau et privilégier une approche intégrée.ces changements consistent en :la mise en place d’un ministère dédié au secteur de l’eau en vue d’assurer une gestion efficiente en 2001 ;la création des agences de bassins hydrographiques pour une gestion intégrée, par région, des ressources en eau nationales basée sur le principe de concertation et de participation de tous les usagers ;la promulgation de la loi relative à l’Eau en 2005, ses 43 textes d’applications et les normes et règlements nécessaires afin d’asseoir un cadre juridique de gestion de l’eau adapté et garantir le droit d’accès à l’eau et l’assainissement. Cette loi donne pour la première fois la possibilité d’effectuer une concession ou une délégation de service public de l’eau à des personnes morales de droit public ou privé ; l’élaboration du Plan national de l’eau pour doter le secteur d’un outil de planification qui vise à garantir le renforcement continu de l’accès à l’eau dans le respect des priorités d’usage et d’équité territoriale ;l’engagement par les pouvoirs publics de programmes d’investissement d’envergure pris en charge globalement par l’Etat pour garantir au mieux et généraliser le droit d’accès à l'eau et à l'assainissement pour satisfaire les besoins fondamentaux de toute la population, aussi bien urbaine que rurale. Cela a conduit à la coexistence d’une gestion du service public de l’alimentation en eau potable et de l’assainissement par des opérateurs publics nationaux, une gestion par des entités mixtes dans le cadre d’un partenariat public/privé, une gestion par des collectivités locales et une autogestion pour certains agglomérations et villages ;la création d’établissements publics à caractère commercial et industriel afin de garantir l’unicité et l’efficacité de gestion des ressources en eau ;le transfert des activités des régies communales et des wilayas des services des eaux vers ces établissement (l’Algérienne des eaux et l’Office national de l’assainissement) pour garantir une meilleure gestion du service public de l’eau et de l’assainissement sur tout le territoire national. Ces réformes se sont traduites par la mise en œuvre de plans d’actions pluriannuels, soutenu par un effort d’investissement important et la réalisation ainsi de grands projets structurants qui ont permis d’enregistrer des améliorations significatives sur les principaux indicateurs de développement humain dans le domaine de l’eau. Cela a permis d’atteindre des taux de raccordement de 98% pour l’eau potable et de 91% pour l’assainissement en 2019, contre 35 % pour l’eau potable et 20 % pour l’assainissement en 1962. Quant à la superficie des périmètres irrigués, elle est passée de     350 000 ha en l’an 2000 à 1 430 000 ha en 2019. Pour une population de 40 millions d’habitants et une superficie de plus de 2 millions de km2, ces efforts ont permis d’atteindre dès 2010, avant l’échéance fixée à 2015, les Objectifs du Millénaire pour le Développement en matière d’alimentation en eau potable et d’assainissement. Enfin, s’agissant du score attribué, il convient de signaler que celui 2017 ne reflète pas d’une manière objective les efforts consentis par l’Algérie an matière de politique nationale liée aux ressources en eau.","Perspectivespour l’avenir : Renforcer le cadre juridique, le dispositif organisationnel et les instruments de planification pour assurer une réalisation efficace de la stratégie de développement sectoriel.","Algeria_651_2020_FR_Final_21.10.2020.docx"
"4","1.1a","Descripción de la situación: Pla de Sanejament 1996. https://www.mediambient.ad/pla-de-sanejament-aigues ","Formas de avanzar:  El Plan de saneamiento vigente es del año 1996, se prevé una revisión o actualización en un futuro, pero aún no se encuentra definida. ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"5","1.1a","Descrição da situação:  Desde 1992, com o estabelecimento da segunda República, o Governo angolano tem vindo a implementar a Política Nacional de Recursos Hídricos, através da criação de instituições responsáveis pelo Sector dos Recursos Hídricos.  Passos significativos foram alcançados com aprovação do Decreto Legislativos nº 05/98 de 11 de Junho – Lei de Bases do Ambiente, Decreto Legislativo nº 6/02 de 21 de Junho – Lei de Águas, Decreto Legislativo nº 9/04 de 9 de Novembro – Lei de Terra, Decreto Legislativo nº 06-A/04 de 8 de Outubro – Lei dos Recursos Biológicos e Aquáticos. Foram aprovados os Regulamentos seguintes: Decreto Presidencial nº 51/04 de 23 de Julho –  Avaliação do Impacto Ambiental Decreto Presidencial n.º 59/07, de 13 de Julho - Licenciamento Ambiental, Decreto Presidencial n.º 1/10 de 13  de Janeiro – Auditoria Ambiental, Decreto Presidencial n.º 261/11, de 06 de Outubro - Qualidade da Água; Decreto Presidencial n.º 82/14, de 21 de Abril – Utilização Geral dos Recursos Hídricos; Decreto Presidencial n.º 83/14, de 22 de Abril - Abastecimento Público de Água e Saneamento de Águas Residuais; Decreto Presidencial n.º 76/17, de 20 de Abril – Conselho Nacional de Águas.","Próximas medidas: Conclusão da regulamentação da Lei de Bases Ambiental, da Lei de Águas e da Lei sobre Avaliação do Impacto Ambiental.","Angola_651_2020_PT_Final_31.07.2020.docx"
"6","1.1a","Status description:  The Antigua Public Utility Authority (APUA) which is a tripartite government statutory agency has a formal policy document designed to assist and guide the management of water resources. In 2015 the Antigua & Barbuda National IWRM Road Map was drafted which makes mention of the Antigua and Barbuda National IWRM Policy. This Policy focuses on the integration of various foundations required to support IWRM becoming a reality. This document was done under the OECS which has in existence an IWRM document for the island of St. Lucia and have considered making one document for the OECS but certain areas would be specific to Antigua and Barbuda but would follow the pattern of St. Lucia’s policy document.  Please see the attachment of the Antigua & Barbuda National IWRM Road Map: World Water & Wastewater Solutions.  This policy is not in effect at the moment as it was given to the relevant Minister to be approved by Cabinet but it is still under consideration. ","Way forward: It is recommended that the heads of APUA, along with the Department of Environment to do intentional follow-ups with the respective Ministers to implement the 2015 Antigua & Barbuda National IWRM Road Map: World Water & Wastewater Solutions. Tariffs are also recommended; this would involve a payment that would support an IWRM program.","Antigua and Barbuda_651_2020_EN_Final_31.08.2020.docx"
"7","1.1a","Status description:  First period of water sector reforms started more than 15 years ago with relevant legal and institutional settings. Republic of Armenia (RA) Water Code has been adopted in 2002, the Law on the Fundamental Provisions of the National Water Policy in 2005, and the Law on the National Water Program in 2006. The Law on Water User Associations and Federations of Water User Associations has been adopted in 2002 Water Resources Management Agency under the Ministry of Environment has been established, as well as according to the hydromorphological principle the six Basin Management Organizations under the Licenses, Permits and Compliances Department (LPCD), Ministry of Environment. The main purpose of National Water Policy is to assure that water resources of adequate quantity and quality are available now and in the future to meet welfare, Republic’s socio-economic development, ecological and economic needs.The purpose of the National Water Program is satisfying the needs of the population and the economy, ensuring of ecological sustainability, formation and use of the strategic water reserve, protection of the national water reserve and development of measures aimed at challenging the objectives envisaged by the Water Code and the Law “On Principles of National Water Policy”, by means of efficient management of the useable water resources. The Basin Management Plans for 3 BMOs have been adopted by the Government and Plans of 2 BMOs are under development. However, LPCD and the BMOs need substantial technical support, capacity building, human and other resources. Now water sector of the Republic of Armenia is undertaking second period of reforms that is covering approximation of water sector laws and institutional structure to EU Water Framework Directive. On November 24, 2017 EU-Armenia Comprehensive and Enhanced Partnership Agreement (CEPA) was signed which provides for strengthening of cooperation in the field of nature protection aiming at preserving, protecting, improving and rehabilitating the quality of the environment. According to 2th December 2019 Government decree N1785-L structural changes were undertaken in the Ministry of Environment and all agencies within the Ministry of Environment, including Water Resources Management Agency, Biodiversity Management Agency, Waste and Atmosphere Emissions Management Agency are now combined in one department: Department of Licenses, Permits and Compliances. The aim of these structural changes is to improve and upgrade permitting, licensing system in field of natural resources. These changes will serve as basis for ecosystem approach in permitting and licensing system. ","Way forward: The Ministry of Environment is planning to approximate water sector laws, decrees to EU Water Framework directive and improve permitting, licensing system and and  develop  national environmental cadastre based on the state water cadastre and the permitting system via “one window“ approach.","Armenia_651_2020_EN_Final_24.07.2020.docx"
"8","1.1a","Status description: Australia operates under a federal system of government.  In Australia, State and Territory governments have primary responsibility for regulating and managing Australian water resources.  Local government also plays a crucial role in water management, particularly managing storm water, and in some instances water supply and wastewater treatment. The Australian Government provides national leadership, coordination and support to progress water reform. At the national level, water resources policy reform are delivered through a number of policy frameworks including the National Water Initiative 2004 (NWI). Building on the Council of Australian Governments (COAG) Water Reform Framework, the NWI is a shared commitment by governments across Australia to increase the efficiency of Australia’s water use, leading to greater certainty for investment and productivity, for rural and urban communities, and for the environment. Progress on implementation of the NWI was reported by the former National Water Commission in 2007, 2009, 2011 and 2014. Under the Commonwealth Water Act 2007 (the Water Act), the Productivity Commission (PC) is now required to undertake triennial assessments into the progress made towards achieving the objectives and outcomes of the NWI and the need for any future reform. The first PC assessment was undertaken in 2017 with the report published in 2018.  The assessment found that there has generally been good progress by States and Territories in implementing the NWI, and most of its objectives and outcomes have been met.  Further, the National Water Quality Management Strategy (NWQMS) is a joint national approach to improving water quality in Australia and New Zealand waterways. This strategy provides the information and tools to help communities manage their water resources to meet current and future needs. It provides policies, a process and a series of national guidelines for water quality management identifying the most cost-effective and timely projects for investment by all parties including Commonwealth, state and local governments.","Way forward: The Australian Government is supportive of a renewed NWI and continues to work in partnership with jurisdictions to implement the current NWI and progress reform priorities identified in the 2017 PC report to further improve integrated water resource management in Australia. Priority areas identified for renewal include urban water, Indigenous Australian’s water needs, environmental water management, and investment in new infrastructure. However, some states and territories have fallen behind and there remains further work for governments to complete unfinished business from the NWI, including fully implementing planning and entitlement reforms and economic regulation in some jurisdictions. In addition, governments need to respond to the challenges posed by community expectations, population growth and climate change. The Commonwealth and jurisdictions are working on renewing the NWI by December 2021.   Work is ongoing to maintain the relevance, currency, functionality and scientific rigour of the NWQMS and its guidelines.  ","Australia_651_2020_EN_Final_12.08.2020.docx"
"9","1.1a","Status description: Water policy is a national competence in Austria. The Austrian water policy is comprehensively covered by the Austria Water Act 1959 (WRG), latest revised in 2017. Objectives for the protection of all water resources, which are duly monitored, are laid down in §30 WRG. https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10010290","Way forward: The Austrian water policy is highly inter-connected with EU water legislation, e.g. the EU Water Framework Directive or the EU Floods Directive, and other sectoral water-related or environmental legislation, which are periodically reviewed by the European Commission and revised as appropriate. ","Austria_651_2020_EN_Final_13.08.2020.docx"
"10","1.1a","Status description: Work was carried to develop Water Strategy and related Action Plan by support of UNECE, EU, OECD  and other doors ,which is fully based at IWRM principles and is at adoption stage. In 2020 was created water commission to improve water management.  ","Way forward: It is expected that Commission will use Water Strategy as a main document towards application of IWRM principles","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
