"","q_num","status_description","way_forward","file"
"1","4.1b","Status description: ","Way forward: ","Afghanistan_651_2020_EN_Final_05.01.2021.docx"
"2","4.1b","Status description: Measures deriving from the NIWRMS:Ensuring public involvement and informed debate (under water governance)Establish cross-sectoral coordination and planningIWRM elements financing is covered partially from the state budget and partially through donors’ contribution (project implementation). ","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"3","4.1b",NA,NA,"Algeria_651_2020_FR_Final_21.10.2020.docx"
"4","4.1b",NA,NA,"Andorra_651_2020_ES_Final_18.09.2020.docx"
"5","4.1b","Descrição da situação: Independentemente de que a GIRH ser considerada uma prioridade, devido à limitação financeira, grande parte dos recursos do Orçamento Geral do Estado tem sido canalizada para outras esferas da vida nacional. ","Próximas medidas: Promoção de “lobbies” políticos tendo em vista a canalização de uma Verba Financeira maior, dentro do OGE, para os elementos da GIRH.","Angola_651_2020_PT_Final_31.07.2020.docx"
"6","4.1b","Status description: As the main entity for the management of water resources, the Antigua Public Utilities Authority, a statutory body acquires revenue through the provision of services such as Electricity and Water to offset the expenses of the organisation. However, there are major gaps in finances mainly in terms of operational costs thus, the government of Antigua and Barbuda plays a supplementary role in the provision of additional resources. ","Way forward: Sources of funding should be identified to support the allocated budgets.","Antigua and Barbuda_651_2020_EN_Final_31.08.2020.docx"
"7","4.1b",NA,NA,"Armenia_651_2020_EN_Final_24.07.2020.docx"
"8","4.1b","Status description:The Australian Government is providing $13 billion to implement the Basin Plan, which includes funding for IWRM elements. As at 31 December 2019, $9 billion has been spent with $4 billion remaining to be spent to 30 June 2024.Around $1 billion is being provided for recurring costs associated with water reform activities for the period of 2007-08 to 2023-24. This funding will also cover program delivery, implementation and Australian Government water policy functions.","Way forward:Ongoing and pro-active support for full implementation of the Basin Plan by the 30 June 2024 target is required by Basin jurisdictions. Adequate funding is essential to complete the task and this is constantly monitored and addressed by the Australian Government in Commonwealth budget cycles. ","Australia_651_2020_EN_Final_12.08.2020.docx"
"9","4.1b","Status description: Regular budgets for IWRM covering costs for administrative staff at national and regional levels, studies, emergency measures and capacity building.","Way forward: No changes foreseen.","Austria_651_2020_EN_Final_13.08.2020.docx"
"10","4.1b","Status description: This work is done under different development projects","Way forward: Water strategy considers sufficient budget allocation and funds disbursing for most planned programmes or projects.","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"11","4.1b","Status description: Money built into the national budget for WSC subsidies and to fund the activities of DEPP. Funding also allocated towards the Government and Public Policy Institute at the University of The Bahamas, which facilitates discourse, research and training that impacts the sustainable development of The Bahamas.","Way forward: A major obstacle is the current financial situation of WSC. WSC was designed to self-fund by charging consumers enough to cover all its activities. However, many consumer accounts are in arrears and the corporation has not been financially viable for years.","Bahamas_651_2020_EN_Final_18.11.2020.docx"
"12","4.1b","Status description: ","Way forward:","Bahrain_651_2020_EN_Final_22.12.2021.docx"
"13","4.1b",NA,NA,"Bangladesh_651_2020_EN_Final_3.11.2020.docx"
"14","4.1b","Status description: Budgets exists from which IWRM benefit but no specific budget for IWRM","Way forward: ","Barbados_651_2020_EN_Final_27.10.2020.docx"
"15","4.1b",NA,NA,"Belarus_651_2020_RU_Final_16.07.2020.docx"
"16","4.1b","Status description: ","Way forward: ","Belgium_651_2020_EN_Final_1.10.2020.docx"
"17","4.1b","Status description: Budget for hydrological operations exist but not for water resources management even though the National Hydrological Service has assumed this role. However, there are other Government agencies who have portions of their  budget allocated for water quality testing purposes according to their mandate but not for IWRM aspects.Way forward: ",NA,"Belize_651_2020_EN_Final_01.07.2020.docx"
"18","4.1b","d. Gestion des écosystèmes liés à l’eau au niveau national.","Note","Benin_651_2020_FR_Final_29.09.2020.docx"
"19","4.1b",NA,NA,"Bhutan_651_2020_EN_Final_05.01.2021.docx"
"20","4.1b",NA,NA,"Bolivia_651_2020_ES_Final_24.09.2020.docx"
