"","q_num","status_description","way_forward","file"
"1","2.1a","Status description: ","Way forward: ","Afghanistan_651_2020_EN_Final_05.01.2021.docx"
"2","2.1a","Status description: - In 2018 was established the Water Resources Management Agency (WRMA), which is the responsible authority for water resources management in Albania at national level. -the National Water Council is the highest decision-making body for water resources in Albania.- at regional level operate the River Basin Councils and River Basin Administration Offices which also serve as the executive body of the RBC.","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"3","2.1a","État d’avancement : Institutionnellement, le secteur de l’eau dispose d’un ensemble d’organes et institutions dont la mission principale est l’élaboration et la mise en œuvre de la politique nationale de l’eau.En 2001, des réformes institutionnelles ont modifié en profondeur les établissements publics à compétence nationale qui sont sous la tutelle du ministère des ressources en eau et posé les bases d’une gestion moderne et intégrée des ressources en eau.Le Ministère des Ressources en Eau est le garant du patrimoine de l’Etat et l’autorité organisatrice du secteur de l’eau et de l’assainissement. Il apporte aussi son concours aux départements ministériels concernés pour la mise en œuvre des actions en matière de lutte contre les maladies à transmission hydrique ; les effets nuisibles des inondations ; les effets nuisibles dus aux changements climatiques, notamment les inondations et les sécheresses récurrentes.Institutions responsables de la mise en œuvre de la GIRE :Les institutions mises en place prévoient, de par les attributions qui leurs sont conférées, de couvrir l’ensemble des nécessités et des obligations de gestion intégrée l’eau et de l’assainissement pour un développement harmonieux et durable du pays, à savoir :Les organes de Consultation nationaux, conseil national consultatif des ressources en eau (CNCRE) et régionaux, comité de bassin hydrographique (CBH) veillant à un développement coordonné dans le cadre de la solidarité nationale et régionale ;L’Agence nationale des ressources hydrauliques (ANRH)  pour le suivi de la ressource en eau au plan quantitatif et qualitatif, la préservation, la protection et la sauvegarde de la ressource en eau contre toute forme de pollution. ;L’Agence nationale des barrages et transfert (ANBT) pour mobiliser et transférer les ressources en eau vers les lieux d’utilisation ;L’Algérienne des eaux (ADE) pour gérer tout le processus d’alimentation en eau potable et industrielle, y compris la mise en œuvre des programmes annuels et pluriannuels d’investissements ;L’Office national de l’assainissement (ONA) pour  la gestion et le développement des infrastructures d’assainissement urbain ;L’Office national de l’irrigation et du drainage (ONID) pour  gérer les périmètres d’irrigation que l’Etat et les collectivités locales lui concèdent ; dans ce cadre, l’Office a également pour tâche de mettre en œuvre des stratégies pour rationaliser l’usage de l’eau d’irrigation ;Les Directions des ressources en eau des wilayas (DREW) pour assurer la représentation de proximité du ministère des ressources en eau ;Les subdivisions des directions des ressources en eau de wilaya (DREW)  en tant que support technique et conseil aux Assemblées populaires Communales ;Les Assemblées populaires Communales responsables de l’hygiène et de la salubrité publique sur les territoires communaux, sous tutelle du ministère de l’intérieur, interviennent en étroite collaboration avec les subdivisions des directions des ressources en eau de wilaya ;L’Agence de gestion intégrée des ressources en eau (AGIRE), et ses déclinaisons régionales constituées par les Agences de bassins hydrographiques (ABH), pour élaborer et développer les stratégies de gestion intégrée des ressources en eau. Sous tutelle du Ministère des Ressources en Eau, l’AGIRE a été créée par décret exécutif n° 11-262 du 30 juillet 2011 et active depuis janvier 2014. Elle est chargée de réaliser, au niveau national, toutes actions relatives à la gestion intégrée des ressources en eau. En matière de capacités à conduire des plans GIRE, l’AGIRE :conduit l’étude d’actualisation du Plan Nationale de l’Eau (PNE) en coordination avec le Ministère des Ressources en Eau moyennant des compétences nationales ;élabore à travers ses démembrements, les ABH, les Plans Directeurs d’Aménagement des ressources en eau (PDARE) ;initie et anime le processus d’élaboration des contrats de nappe et de captage jusqu’à aboutissement.Depuis 2017, l’AGIRE s’est déployée à travers le territoire national et s’est vue dotée de moyens financier, humain et matériel qui lui ont permis une meilleure prise en charge des missions qui lui sont assignées.","Perspectives pour l’avenir : Réflexion en cours pour renforcer l’architecture institutionnelle du secteur de l’eau.","Algeria_651_2020_FR_Final_21.10.2020.docx"
"4","2.1a","Descripción de la situación: El Ministerio encargado del Medio Ambiente es el responsable para conducir la gestión de los recursos hídricos. ","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"5","2.1a","Descrição da situação: O Ministério da Energia e Águas, o Ministério da Agricultura e Pescas e o Ministério da Cultura, Turismo e Ambiente e o Ministério do Território e Reforma do Estado têm na sua orgânica, instituições que possuem a capacidade para liderar eficazmente a execução, a monitorização e a avaliação regular da implementação dos Planos Gerais de Gestão Integrada dos Recursos Hídricos.","Próximas medidas: Estabelecer novos Gabinetes Regionais de Administração de Bacias Hidrográficas e promover a elaboração de Planos Gerais de Desenvolvimento e Utilização dos Recursos Hídricos. ","Angola_651_2020_PT_Final_31.07.2020.docx"
"6","2.1a","Status description: APUA actively participates and fulfils most requirements under the Public Utilities Act and their respective Policy document. ","Way forward: There is the need for the creation of a separate department within the government or IWRM infrastructure with representatives that deals with water resources. This government created body would take the lead in respect to IWRM. ","Antigua and Barbuda_651_2020_EN_Final_31.08.2020.docx"
"7","2.1a",NA,NA,"Armenia_651_2020_EN_Final_24.07.2020.docx"
"8","2.1a","Status description: The Australian Government Department of Agriculture, Water and the Environment (DAWE) provides national leadership in water reform and integrated water resource management. The Murray-Darling Basin Authority (MDBA) and Commonwealth Environmental Water Holder (CEWH) were established in 2008 under the Water Act 2007 (the Water Act). The MDBA has a lead role in the delivery of Basin reforms including the development and implementation of the Murray-Darling Basin Plan (Basin Plan). Under the legislated framework for monitoring and evaluating the effectiveness of the Basin Plan, the MDBA leads a range of review cycles for components of the Basin Plan (e.g. the Environmental Watering Plan framework) five-yearly evaluation reviews.The CEWH manages water recovered by the Australian Government so as to protect and restore environmental assets such as rivers, wetlands and floodplains consistent with the Basin Plan Environmental Watering Plan. The MDBA and CEWH have capacity and expertise as well as practical river operations experience and advanced modelling systems to monitor the delivery of environmental water and evaluate the environmental outcomes achieved through its use.The Australian Bureau of Meteorology (BoM) contributes to national social, economic, cultural and environmental goals by providing observational, meteorological, hydrological and oceanographic services and by undertaking research into science and environment related issues in support of its operations and services. BoM also provides a suite of national water assessments, an annual overview report of Australia’s water situation, an interactive portal for annual water resource information at temporal and spatial scales and monthly updates of recent rainfall and streamflow across Australia. This water data and information supports the water resources management and decision making processes.   The Australian Competition, and Consumer Commission (ACCC), under the Water Act and the Competition and Consumer Act 2010 (the CCA), has several functions in water. The ACCC has monitoring, enforcement, advisory and, in some cases price setting roles, for the water market rules and water charge rules made by the Commonwealth Water Minister under the Water Act.The National Water Grid Authority (NWGA) was established by the Australian Government to play a key role in shaping national water infrastructure policy and investment. This includes leading the development of a National Water Grid – a series of region-specific systems that will help secure reliable supplies of water now and into the future. The NWGA works in partnership with state and territory governments to identify, plan and invest in water infrastructure projects across the country that will support thriving regions by growing our agriculture sector, increasing water security and building resilience.","Way forward: The Australian Productivity Commission (PC)—the government's independent research and advisory body on a range of economic, social and environmental issues affecting the welfare of Australians—undertake audits of the Basin Plan and water resource plans on a five-yearly basis. The last review report—Murray–Darling Basin Plan: Five-year assessment, Productivity Commission Inquiry Report, No.90, 2018—was released to the public on 25 January 2019. It reported on progress to date in implementing the Basin Plan and provided recommendations on actions required to ensure effective achievement of Basin Plan outcomes. The PC found that significant progress has been made in implementing the Basin Plan and that, overall, it is progressing well. Most of the recommendations involve incremental improvements to the current arrangements. Others are to provide the strong foundations needed for the Basin Plan to succeed—sound governance, good planning, and effective and adaptive management.The reports over the past couple of years have highlighted that successful implementation of the Basin Plan will require increased attention in the following areas: responding to climate changeengaging Aboriginal peoples for positive cultural outcomesbuilding resilient communities and strengthening economic outcomesenhancing environmental outcomesrestoring confidence in the Basin Plan.A Joint Murray-Darling Basin (the Basin) government response to the PC inquiry report addresses key themes raised by this and other review reports. The response is from all six governments of the Basin and represents a commitment to continue the task of implementing the Basin Plan in full and without delay.Under the Water Act, the PC is required to undertake three-yearly inquiries into the progress of reform in Australia’s water resources sector. The PC are undertaking the second such inquiry during 2020. It will look at the progress of all Australian governments in achieving the objectives, outcomes and timelines of reform directions proposed in the 2004 Intergovernmental Agreement on a National Water Initiative (NWI). Practical advice is also expected to be provided on ways in which the NWI might be improved including what institutional, governance and policy changes should be included in the NWI renewal to address known issues and any perceived or emerging gaps from stressors and threats to water security. The report is due in 2021. ","Australia_651_2020_EN_Final_12.08.2020.docx"
"9","2.1a","Status description: According to Article 10(1) No. 10 of the Austrian constitution water policy is a national competence in legislation, implementation and enforcement. https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10000138Water resources and water management is under the responsibility of the Federal Minister of Agriculture, Regions and Tourism (BMLRT). See Annex to §2, Part 2, L, No. 7 Bundesministeriengesetz1986: https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10000873 National River Basin Management Plans (RBMP) and National Flood Risk Management Plans (FRMP) are published and revised regularly by the BMLRT on the legal basis of §55c, §55l and §55o Austrian Water Act 1959.Austrian Water Act 1959: https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10010290 For more information on the RBMP see:  https://www.bmlrt.gv.at/wasser/wisa/fachinformation/ngp.htmlFor more information on the FRMP see: https://www.bmlrt.gv.at/wasser/wisa/fachinformation/hochwasserrisiko.html","Way forward: No changes foreseen.","Austria_651_2020_EN_Final_13.08.2020.docx"
"10","2.1a","Status description: In 2020 to improve water management by the Presidential Decree was created   Water Commission and new division on water management is created within MENR.","Way forward: Creation of above institutions will facilitate implementation of Water Strategy and other actions related to IWRM approach ","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
