"","q_num","status_description","way_forward","file"
"1","3.2d","Status description: ","Way forward: ","Afghanistan_651_2020_EN_Final_05.01.2021.docx"
"2","3.2d","Status description: Article 10 (Agreement between Albania and Montenegro)Monitoring, exchange and analysis of service and informationParties shall ensure proper monitoring to assess the quantity, quality and condition of water.The Parties shall agree on the exchange and purpose of the information required on hydrogeology, water consumption and intake works, mode of operation, plants and status of water works, as well as other necessary information regarding prevention, assessment and disposal of cross-border impacts.In addition to the exchange of data collected in their monitoring networks, the Parties shall present mutually agreed activities, planned for the monitoring of the quantities and / or status of water resources in the territory which is the subject of this Agreement, and to be used for warning in case of dangerous events, as needed.","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"3","3.2d","L’utilisation des instruments de gestion se réduit à un nombre limité de projets à court terme ou ponctuels. ",NA,"Algeria_651_2020_FR_Final_21.10.2020.docx"
"4","3.2d",NA,NA,"Andorra_651_2020_ES_Final_18.09.2020.docx"
"5","3.2d","Descrição da situação: ZAMWIS – Sistema de Informação de Recursos Hídricos da Bacia Hidrográfica do Zambeze (http://zamwis.zambezicommission.org/INFO); SIBCO – Sistema de Informação da Bacia do Congo (https://www.cicos.int/non-classe/historique/); OKACOM – Protocolo de Partilha de Dados Hidrológicos (https://www.okacom.org/); CUVECOM - Comissão do Curso de Água do Cuvelai (https://www.cuvecom.org/).","Próximas medidas: Actualização dos mecanismos de partilha de dados ","Angola_651_2020_PT_Final_31.07.2020.docx"
"6","3.2d","Status description: ","Way forward: ","Antigua and Barbuda_651_2020_EN_Final_31.08.2020.docx"
"7","3.2d",NA,NA,"Armenia_651_2020_EN_Final_24.07.2020.docx"
"8","3.2d","Status description: ","Way forward: ","Australia_651_2020_EN_Final_12.08.2020.docx"
"9","3.2d","Status description: In Austria for environmental data an open data policy is in place. All water data are publicly available via the Water Information System Austria (WISA). Reported data addressing EU obligations are additionally available through the Water Information System for Europe (WISE). Data exchange within the international river basin districts is organised by the International River Protection Commissions ICPDR (RBD Danube), ICPR (RBD Rhine), IKSE (RBD Elbe).  ","Way forward: Work in progress.","Austria_651_2020_EN_Final_13.08.2020.docx"
"10","3.2d","Status description: Limited data and information sharing on an ad-hoc or informal basis.","Way forward: Adoption of Water Strategy will be significant step towards setting of data and information sharing arrangements among transboundary basin countries","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"11","3.2d","Status description: The Bahamas is an island nation with no transboundary freshwater.","Way forward: N/A","Bahamas_651_2020_EN_Final_18.11.2020.docx"
"12","3.2d","Status description: Within the GCC institutional arrangements there exist water-related ministerial council and a number of committees among the 6 GCC countries. In these committees there are some sharing and exchange of information and data but these are still limited.","Way forward: ","Bahrain_651_2020_EN_Final_22.12.2021.docx"
"13","3.2d",NA,NA,"Bangladesh_651_2020_EN_Final_3.11.2020.docx"
"14","3.2d","Status description: No Transboundary water in Barbados","Way forward: ","Barbados_651_2020_EN_Final_27.10.2020.docx"
"15","3.2d",NA,NA,"Belarus_651_2020_RU_Final_16.07.2020.docx"
"16","3.2d","Status description: EEA core data flows and data sharing in working groups between experts ","Way forward: ","Belgium_651_2020_EN_Final_1.10.2020.docx"
"17","3.2d","Status description: Transboundary water resources data is shared with Mexico through Bilateral agreement.  At IHP meetings, information is also shared.","Way forward: ","Belize_651_2020_EN_Final_01.07.2020.docx"
"18","3.2d","État d’avancement : Il n’y a que le SDAGE Ouémé qui soit élaboré et le Comité du Bassin de l’Ouémé mis en place. ","Perspectives pour l’avenir : Elaborer les SDAGES et SAGES restants et mettre en place des Comités de Bassin. Elaborer des documents de planification hydrologiques et de gestion volumétrique. ","Benin_651_2020_FR_Final_29.09.2020.docx"
"19","3.2d",NA,NA,"Bhutan_651_2020_EN_Final_05.01.2021.docx"
"20","3.2d",NA,NA,"Bolivia_651_2020_ES_Final_24.09.2020.docx"
