"","q_num","status_description","way_forward","file"
"1","1.2c","Status description: ","Way forward: ","Afghanistan_651_2020_EN_Final_05.01.2021.docx"
"2","1.2c","Status description: - The Memorandum of Understanding for the management of the extended transboundary Drin Basin (MoU - Tirana, Albania, 25 November 2011) signaled the initiation of coordinated action at the Drin Basin level (shared between Albania, Montenegro, North Macedonia, Kosovo and Greece), after the Drin Dialogue that launched on 1 December 2009, in Podgorica, Montenegro.- In 2018 was signed the agreement with Montenegro, on establishing good cooperation in transboundary lever for water resources management.- In 2019 was established the Special Commission on transboundary water administration, chaired by the deputy Minister of the Ministry for EU and Foreign affairs.","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"3","1.2c","État d’avancement : L’Algérie partage avec les pays voisins des ressources en eau superficielles et souterraines plus ou moins importantes. Afin d’encadrer la gestion commune des ressources transfrontalières, des conventions, accords et instruments divers ont été établis entre l'Algérie et les pays voisins. Un mécanisme de coopération et de concertation sur la gestion du système aquifère du Sahara septentrionale (SASS) est fonctionnel depuis 2008, permettant ainsi d’ouvrir un nouveau chapitre de coopération régionale dans le domaine de l’eau. Il s’agit en effet de la première structure de concertation dédiée à des ressources en eau souterraines transfrontalières en Afrique.Le mécanisme de concertation a contribué à l’amélioration de la connaissance et des collaborations techniques, à l’émergence d’une conscience de bassin partagé et permis le passage à la coopération sur le plan politique entre les pays riverains. Une base de données et un modèle de simulation communs sont  opérationnels dans les trois pays concernés, dont l’Algérie.Concernant les autres bassins  transfrontaliers superficiels ou souterrains, il existe une concertation continue entre l’Algérie et les pays riverains dans le cadre de la coopération bilatérale.L’aquifère du Sahara Septentrional est partagé entre l’Algérie, la Tunisie et la Lybie. Il s’étend sur une superficie de 1 millions de km2, dont 700.000 km2se trouve sur le territoire national. ","Perspectives pour l’avenir :La possibilité de mettre en place d’autres mécanismes de concertation ou accords pour la gestion des eaux transfrontières est en cours d’examen.","Algeria_651_2020_FR_Final_21.10.2020.docx"
"4","1.2c","Descripción de la situación: Existe un acuerdo con el Gobierno de la República Francesa para la gestión conjunta de la cuenca hidrográfica de las fuentes del Arieja.  https://www.bopa.ad/bopa/024038/Pagines/78D62.aspx Con la Confederación hidrográfica del Ebro, no existe acuerdo para la gestión del agua. ","Formas de avanzar: Aunque el Reino de España ha firmado con el Principado de Andorra acuerdos de cooperación en ámbitos diversos, actualmente no existen acuerdos específicos en materia de aguas.  Estos se encuentran en fase de valoración.","Andorra_651_2020_ES_Final_18.09.2020.docx"
"5","1.2c","Descrição da situação: A República de Angola partilha cinco (5) Bacias Hidrográficas Transfronteiriças, nomeadamente as Bacias Hidrográficas do Congo/Zaire; Cunene, Cubango, Cuvelai e Zambeze.  A República de Angola é parte signatária dos acordos de partilha de recursos hídricos destas BH. Existente nestas BH as seguintes Comissões Internacionais: CICOS (BH do Congo); ZAMCOM (BH do Zambeze); OKACOM (BH do Cubango), CUVECOM (BH do Cuvelai) e CTPC (BH do Cunene). ","Próximas medidas: Desenvolver os mecanismos de Gestão Optimizada dos Recursos Hídricos; melhorar os mecanismos de partilha de dados/informação; Realização actividades conjuntas de medição de caudais e de avaliação impactes ambientais. ","Angola_651_2020_PT_Final_31.07.2020.docx"
"6","1.2c","Status description: N/A","Way forward: N/A","Antigua and Barbuda_651_2020_EN_Final_31.08.2020.docx"
"7","1.2c","Status description: Armenia is part of the transboundary Kura-Araks River Basin. It has borders with Turkey, Iran, Georgia and Azerbaijan. The country does not have any diplomatic relations with Turkey, thus, there are no arrangements or agreements developed since Armenia’s independence after the collapse of the Soviet Union. However, the ConventionAgreement between the USSR and the Republic of Turkey of 1927 on Water Use in Transboundary rivers and streams is still acting. Also, there is anAgreement on joint operation of Akhuryan Dam and Reservoir adopted in Ankara between the USSR and Turkey on October 26, 1973. There is a Standing Inter-State Committee controlling the use of Akhuryan Reservoir waters (50/50). Armenia has an Agreement with Iran Islamic Republic regarding the transboundaryAraks River. Joint water quality monitoring visits are implemented regularly with the support of both states. There is no agreement between Armenia and Georgia, although significant cooperation and joint water quality monitoring had been promoted through the UNDP/GEF/SIDA and EU funded transboundary projects. However, there is an Agreement between the Government of the RA and the Government of Georgia on Cooperation in the Field of Protection of the Environment and Natural Resources (1997). In 2020 with the support of regional EU ''Water Initiative +'' project, steps have been made to start the joint /Armenia and Georgia/ monitoring of Khrami-Debettransboundary river basin. Two sides agreed to organize the joint monitoring.  There is no cooperation with Azerbaijan due to political conflict over Nagorno-Karabakh, although the two countries have signed a ceasefire in 1994, post-ceasefire violence and escalations happen from time to time. Thus, no transboundary management of water is currently possible with Azerbayjan.The Water Code states, that the norms defined by the present Code are applied over the transboundary water resources originating within the territory of the Republic of Armenia before crossing the state frontier of the Republic of Armenia. The conditions of use and protection of transboundary water resources on the frontier of the Republic of Armenia shall be established by inter-state agreements and (or) treaties between the Republic of Armenia and neighboring countries. Solution of operational problems for joint use and protection of transboundary water resources shall be implemented by permanent inter-state committees. The composition of the Commission of the Republic of Armenia shall be approved by the Prime Minister of the Republic of Armenia. The Commission of the Republic of Armenia of Transboundary Water Resources, in cooperation with the corresponding Commissions of neighboring countries, has the following authorities and obligations in implementing the solution of operational problems regarding use and protection of transboundary water resources: 1) Draws up and submits to the Government drafts of inter-state agreements; 2) Draws up and submits to the Government proposals on establishing joint permanent inter-state commissions for operation of transboundary water systems; 3) Informs the authorized bodies of the Republic of Armenia in the established order on the transboundary impacts; 4) Presents the decisions of the Permanent Inter-State Committee to the Water Systems Management Body; 5) In the established order, submits to the authorized bodies of the Republic of Armenia the issues brought up at the Permanent Inter-State Committee, which are not regulated by inter-state agreements and (or) treaties, and require appropriate solutions; 6) In the established order, presents to the authorized bodies of the Republic of Armenia the disputes occurred in the Permanent Inter-State Committee.Since the last report of SDG 6.5.1 indicator political situation and diplomatic relationsare the same.","Way forward: The Republic of Armenia will continue to making steps towards strengthening transboundary cooperation between  neighboring countries.Revise the structure of The Commission of the Republic of Armenia of Transboundary Water Resources.","Armenia_651_2020_EN_Final_24.07.2020.docx"
"8","1.2c","Status description: Transboundary matters are not applicable to Australia.","Way forward: ","Australia_651_2020_EN_Final_12.08.2020.docx"
"9","1.2c","Status description: Bilateral cross border water commissions with all relevant neighbour countries are in place and meeting on regular basis. Furthermore Austria is contracting party and active member in the International Commission for the protection of the Danube River (ICPDR) and observer in the river protection commissions for the Rhine (ICPR) and the Elbe (IKSE). River Basin Management Plans and Flood Risk Management Plans have been set up in close coordination with International River Protection Commissions. See also links under 1.2b ","Way forward: No changes foreseen.","Austria_651_2020_EN_Final_13.08.2020.docx"
"10","1.2c","Status description: There are ongoing bilateral cooperation with Russia and Iran on joint use of transboundary waters and similar draft on cooperation with Georgia is prepared but not signed yet ","Way forward: It is expected to sign agreement with Georgia on cooperation in the sphere of transboundary water management","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
