"","q_num","status_description","way_forward","file"
"1","2.2a","Status description: ","Way forward: ","Afghanistan_651_2020_EN_Final_05.01.2021.docx"
"2","2.2a","Status description:  At regional level the decision-making bodies are the River Basin Councils and the executive bodies are the River Basin Administration Offices which also serve as the secretariats for the RBCs.","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"3","2.2a","État d’avancement : L’organisation mise en place par le secteur de l’eau depuis 2001 au niveau national et infranational à travers le Ministère des Ressources en Eau (MRE) et les organismes sous tutelle (administrations et entreprises publics) prévoient, de par les prérogatives qui leurs sont conférées, de couvrir l’ensemble des missions rentrant dans le cadre de la gestion intégrée des ressources en eau pour un développement harmonieux et durable.Les Agences de Bassins Hydrographiques (ABH), sous la coupe de l’Agence Nationale de Gestion Intégrée des Ressources en Eau (AGIRE) et appuyées par les comités de bassins, les directions des ressources en eau de wilayas et leurs subdivisions, les zones de l’Algérienne Des Eaux (ADE) et l’Office National de l’Assainissement (ONA), sont chargées d’implémenter la gestion intégrée par bassin.Les Agences de Bassins Hydrographiques (ABH) contribuent à l’élaboration, à l’évaluation et à l’actualisation des plans à moyen et long terme de développement sectoriel à l’échelle des bassins hydrographiques. Ces agences ont acquis une expérience avérée en matière de planification des ressources en eau, elles ont conduit les processus d’élaboration des cinq (05) Plans Directeurs d’Aménagement des Ressources en Eau (PDARE) qui ont été examinés au niveau des Comités de Bassins.S’agissant des nappes d’eau souterraines et depuis 2018, une nouvelle approche de leur gestion a été mise en œuvre et ce à travers une démarche participative dans un cadre de concertation et de partenariat, à savoir les « Contrats de nappe et/ou de Captage » qui visent à rassembler l’ensemble des usagers concernés par une nappe afin de la préserver. Cette démarche a abouti aux résultats suivants :Deux (2) contrats de nappe signésCinq (5) contrats de nappe en instance de signatureSept (7) contrats de nappe en cours.Cette approche est appelée à être généralisée.","Perspectives  pour l’avenir : Le processus des contrats de nappes sera poursuivi pour atteindre l’ensemble des aquifères importants selon un planning défini.","Algeria_651_2020_FR_Final_21.10.2020.docx"
"4","2.2a","Descripción de la situación: Por la extensión del país no aplica ","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"5","2.2a","Descrição da situação: O Ministério da Energia e Águas, o Ministério da Agricultura e Pescas e o Ministério da Cultura, Turismo e Ambiente e o Ministério do Território e Reforma do Estado têm na sua orgânica, instituições que possuem a capacidade para liderar eficazmente a execução, a monitorização e a avaliação regular da implementação dos Planos Gerais de Gestão Integrada dos Recursos Hídricos.","Próximas medidas: O Estabelecimento de novos Gabinetes Regionais de Administração de Bacias Hidrográficas. ","Angola_651_2020_PT_Final_31.07.2020.docx"
"6","2.2a","Status description: APUA has a clear mandate to lead water resources management. There is a policy for watershed and aquifer management. The Hydrology Department within the Water Business Unit at APUA deals with the management of the baseline aquifer levels. ","Way forward: There is a need for a national committee in which APUA would be an integral stakeholder. ","Antigua and Barbuda_651_2020_EN_Final_31.08.2020.docx"
"7","2.2a",NA,"Very high (100)","Armenia_651_2020_EN_Final_24.07.2020.docx"
"8","2.2a","Status description: The Council of Australian Governments (COAG) was the former peak intergovernmental forum in Australia. COAG was comprised of the Prime Minister, State Premiers, Territory Chief Ministers and the President of the Australian Local Government Association and sought to initiate, develop and monitor the implementation of policy reforms that are of national significance and which require cooperative action by Australian governments. On 29 May 2020, the Prime Minister announced that COAG will cease and a new National Federation Reform Council (NFRC) will be formed, with National Cabinet at the centre of the NFRC. The Murray-Darling Basin Ministerial Council (Ministerial Council) was established by the Murray-Darling Basin Agreement which forms Schedule 1 to the Water Act and comprises of Ministers from each of the Basin states and the Commonwealth who also chairs the Ministerial Council. Ministerial Council’s roles and responsibilities are defined in the Water Act and includes policy and decision-making roles for matters such as state water shares and the funding and delivery of natural resource management programs, as set out in the MDBA. The Ministerial Council is supported by the Basin Officials Committee and various senior officials working groups.The Lake Eyre Basin Ministerial Forum comprises Ministers from each of the Basin states and territory and the Commonwealth who also chairs the forum. The Ministerial Forum will develop or adopt policies and strategies for the management (water and related natural resources) of the Lake Eyre Basin Agreement Area in accordance with the purpose and objectives set out in the Lake Eyre Basin Agreement to avoid or eliminate so far as reasonably practicable adverse cross-border impacts.The MDBA and CEWH were established in 2008 under the Water Act. The MDBA has a lead role in the delivery of Basin reforms including the development and implementation of the Basin Plan. The Basin Plan has various mechanisms which support evaluation and review. The MDBA undertakes an annual review of the effectiveness of the Basin Plan consistent with the Water Act. There are two ‘built-in’ formal evaluations of the Basin Plan. The MDBA conducted a preliminary evaluation in 2017 to monitor progress and shape future management decisions and will conduct five-yearly evaluations of the Basin Plan from 2020.A formal 10-yearly review will take place in 2026, informed by the results of the five-yearly evaluations. In recent years, the MDBA has commenced its compliance program to monitor and enforce compliance with the Basin Plan. The MDBA regulates the state water agencies who have the front-line responsibility for water planning, river operations and water compliance. In undertaking this role, the MDBA has a range of powers and tools available to detect and manage non-compliance, including auditing and investigations (including the use of contemporary technology such as remote sensing). The Independent Assurance Committee (IAC) for Compliance provides expert advice on the design, implementation and adequacy of the MDBA’s Basin Plan compliance program.The CEWH manages water recovered by the Australian Government to protect and restore environmental assets such as rivers, wetlands and floodplains consistent with the Basin Plan Environmental Watering Plan. The MDBA and Commonwealth Environmental Water Holder have capacity and expertise as well as access to practical river operations experience and advanced modelling systems.","Way forward: In 2019 the Water and Environment Research Program was announced. This is a four-year research program worth $20 million to improve scientific knowledge of the Basin to help inform decision and outcomes. The WERP provides an important opportunity to strengthen knowledge and research partnerships, enabling a sound evidence-base for evaluations and to address the complex challenges facing Basin water management. The MDBA is beginning preliminary planning for the review of the Basin Plan in 2026. ","Australia_651_2020_EN_Final_12.08.2020.docx"
"9","2.2a","Status description: River Basin Management Plans (enshrining aquifers) and Flood Risk Management Plans have been set up for all three international river basin districts relevant for Austria, i.e. RBD Danube, RBD, Rhine and RBD Elbe, and have been approved in Ministerial meetings. Work is coordinated by secretariats of each River Protection Commissions ICPDR, ICPR and IKSE. National River Basin Management Plans and Flood Risk Management Plans are embedded well within the framework provided by the roof plans on RBD level.","Way forward: Work in progress.","Austria_651_2020_EN_Final_13.08.2020.docx"
"10","2.2a","Status description: This kind of work was done only at donor supported projects level in pilot river basins  ","Way forward:  Adoption of Water Strategy will be significant step towards application of basin approach in different basin districts","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
