"","q_num","status_description","way_forward","file"
"1","1.2b","Status description: ","Way forward: ","Afghanistan_651_2020_EN_Final_05.01.2021.docx"
"2","1.2b","Status description: - The two RBMP for Drin-Buna and Seman were adopted from the National Water Council.- Semani RMBP was adopted by the Council of Ministers by DCM nr. 453, on 10.06.2020.","Way forward:- The Drin-Buna RBMP is now in the process to be adopted by the Council of Ministers.","Albania_651_2020_EN_Final_24.09.2020.docx"
"3","1.2b","État d’avancement : Un nouvel outil a été introduit récemment en Algérie pour la protection qualitative et quantitative des ressources en eau souterraines. Il s’agit du « contrat de nappe » et « contrat de captage ». En 2019, deux contrats de nappe ont été signés entre les acteurs concernés, les plans d’actions qui en découlent sont en cours de mise en œuvre (nappe d’Adrar dans le Sud du pays et le champ captant du Hamiz dans la Mitidja Est au Nord du pays). ","Perspectives pour l’avenir : Cinq autres contrats de nappes sont prêts pour signature, concernant respectivement la Mitidja oriental, la plaine de Sidi Belabbes, la plaine de Biskra, la nappe du moyen Cheliff, et le massif de Bouteldja. Ces contrats sont en instance de signature.D’autres contrats de nappe sont en préparation selon un planning défini.","Algeria_651_2020_FR_Final_21.10.2020.docx"
"4","1.2b","Descripción de la situación: En el país solo existen 2 cuencas transfronterizas.","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"5","1.2b","Descrição da situação: A caracterização hidrogeológica da República de Angola permite identificar os principais Sistemas Aquíferos, com relevância para os aquíferos transfronteiriços. Relativamente aos Planos Gerais de Bacias Hidrográficas já elaborados, é contemplada a abordagem da Gestão Integradas dos Recursos Hídricos, ou seja, a componente da monitorização quantitativa e qualitativa e das respectivas necessidades e disponibilidades dos recursos hídricos dos vários sectores utilizadores. ","Próximas medidas: Conclusão da implementação das Medidas e Acções dos Planos Gerais de Bacias Hidrográficas. ","Angola_651_2020_PT_Final_31.07.2020.docx"
"6","1.2b","Status description: There is no formal basin/aquifer management plans in place and the overall management of water resources is governed under the Antigua Public Utilities Authority’s Water Resources Management Plan (WRMP). ","Way forward: The decisions are in the hands of the politicians as APUA has drafted plans and hosted meetings with the Permanent Secretaries of the various Governmental Ministries as well as NGOs that would have an input in IWRM. Please reference page 17 and 18 of the 2015 Antigua & Barbuda National IWRM Road Map, which provides a breakdown of the IWRM Road Map Work Plan. ","Antigua and Barbuda_651_2020_EN_Final_31.08.2020.docx"
"7","1.2b","Status description: The whole area of the Republic of Armenia is divided into six Basin Management Areas/Axuryan, Araratyan, Sevan, Hrazdan, Hyusisayin,Haravayin/ . According to Water Code all basin management organisations must have basin management plans that should include water resources offer per different water bodies or water demands per different sectors of economy such as agriculture, hydro energy, industry etc. Besides that, different measures for water resources recovery should be described also there.     Basin Management Plans for three of those (Southern, Ararat and Akhuryan BMA) have been approved by the Government and implemented. However, most of the work has been supported through the donor funded projects, the technical capacity and human resources of the Basin Management Organizations is not sufficient. Work on the development of BMPs for the two of the basins (Sevan and Hrazdan) is expected to finish by 2021 within the regional “EU Water Initiative +” project.","Way forward: According to the Government 5 years period program Armenia  is planning to undertake the development of the last Northern Basin Management Plan by 2023. After that the Republic of Armenia will have fully developed Basin Management tools. The Ministry of Environment is planning to involve main stakeholders, including international donor organizations in the development process.","Armenia_651_2020_EN_Final_24.07.2020.docx"
"8","1.2b","Status description: There are 33 water resource plan areas across the Basin, which include groundwater and surface water areas. Each water resource plan area will have a water resource plan that outlines how a particular area within the Basin will be managed to align with the Basin Plan. Basin states are currently preparing water resource plans within their jurisdictions for assessment and accreditation by the Australian Government.  As at August 2020, thirteen of the required water resource plans have been accredited and are currently operational.The new GAB Plan, developed by Australian state and territory governments, outlines how communities, businesses, traditional owners and governments in the Basin can use the resource sustainably was released in July 2020.  Examples of state and territory planning include: In Western Australia, there are 25 water allocation plans covering priority groundwater and surface water resources at catchment or sub-basin scale. Additional new or replacement groundwater and surface water plans are being developed in response to climate change, new industry initiatives and/or to protect natural systems.  Consultation is underway for a new water allocation plan for the Fitzroy River catchment to support the government position of no dams and sustainable development.  A replacement groundwater allocation plan for the Gnangara groundwater system, the State’s most important groundwater resource, is in preparation, with a policy focus on transitioning water users to adjust to the impacts of climate change.  Depending on the location, water allocation plans may be complemented by water quality improvement plans, water source protection plans, healthy waterways plans, and drainage plans – all at a smaller scale than water allocation plans.In South Australia, water allocation plans have been developed for 31 of the 39 prescribed groundwater, surface water or watercourses that provide the framework for the sustainable take and use of the water resources.  Plans are in development for another five of the prescribed water resources, with the remaining three resources being saltwater intakes that are not currently subject to active management.In the Northern Territory, the Water Act 1992 allows for effective water resource management through the development and implementation of Water Allocation Plans which cover specific regions within designated Water Control Districts. Water Allocation Plans are developed through technical and scientific assessments, and extensive community participation and consultation.","Way forward:Water resource plans will continue to evolve and be adapted over time as new information, including information relating to climate variability, becomes available. They may need to be reaccredited in the future as they are adjusted and improved.","Australia_651_2020_EN_Final_12.08.2020.docx"
"9","1.2b","Status description: The first National River Basin Management Plan (RBMP) was set up in 2009 and reviewed in 2015/2016. The first Flood Risk Management Plan (FRMP) was set up in 2015. Review and revision of national plans is foreseen every six years. Austria is a landlocked country. All national parts of the three big international river basin districts Danube (AT1000), Rhine (AT2000) and Elbe (AT5000), and therefore the entire Austrian territory, are covered by the Austrian RBMP. The National RBMP and the National FRMP are in line and coordinated with the international RBMPs and FRMPs for the Danube, the Rhine and the Elbe. Aquifers are enshrined in the agreements and plans.  For Danube RBMP see ICPDR Homepage: https://www.icpdr.org/main/activities-projects/river-basin-management-plan-update-2015 For Danube FRMP see ICPDR Homepage: https://www.icpdr.org/main/activities-projects/flood-risk-management For Rhine RBMP see ICPR Homepage: http://www.iksr.org/en/water-framework-directive/river-basin-management-plan/index.html For Rhine FRMP see ICPR Homepage: http://www.iksr.org/en/floods-directive/flood-risk-management-plan/index.html For Elbe RBMP see IKSE Homepage: http://www.ikse-mkol.org/en/eu-directives/water-framework-directive/international-management-plan-for-the-elbe-river-basin-district/ For Elbe FRMP see IKSE Homepage: http://www.ikse-mkol.org/en/eu-directives/flood-risk-management-directive/international-flood-risk-management-plan/All objectives within the national parts contribution to basin-wide agreements were consistently achieved and are periodically reviewed and revised.","Way forward: Updates of National and International RBMPs und FRMPs are foreseen in 2021.","Austria_651_2020_EN_Final_13.08.2020.docx"
"10","1.2b","Status description: Pilot RBMP in upper Kura basin is developed by support of EU but because of lack of legal and institutional settings not implemented yet","Way forward: New Water Strategy to be adopted considers development of mechanism on application of basin approach based on EU WFD and IWRM principles ","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
