"","q_num","status_description","way_forward","file"
"1","3.1b","Status description: ","Way forward: ","Afghanistan_651_2020_EN_Final_05.01.2021.docx"
"2","3.1b","Status description: -There is a national Water Cadastre dedicated to data collection and data use on the water sector, but the existing data is very limited.On the other hand, in order to strengthen education and awareness for reducing water use and/or improve water-use efficiency, conservation, etc., River Days are organized in Drin River Basin and Vjosa River Basin periodically. ","Way forward: The WRMA is working on filling the water cadastre with as many information as there is available and also trying to create monitoring systems and network to gather in the future all the data needed for a better functioning water cadastre and  IWRM sector.","Albania_651_2020_EN_Final_24.09.2020.docx"
"3","3.1b","État d’avancement : Le Plan National de l’Eau (PNE) a défini au niveau national les conditions d’une gestion durable des ressources en eau et a notamment permis de tracer les objectifs pour satisfaire la demande en eau et assurer un service de qualité et de cadencer les projets structurants à réaliser à l’horizon 2030. Sa concrétisation se met œuvre de manière graduelle par les acteurs concernés à travers  les programmes quinquennaux du gouvernement.En outre, le Ministère des Ressources en Eau a mis en place des instruments pour le suivi de l’impact de la gestion mise en place :Un comité national pour le suivi du service public de l’eau dont le rôle est de suivre l’évolution du service public de l’eau et de proposer des améliorations ;Un comité national d’affectation de la ressource dont la mission est d’assurer une affectation des ressources en eau des grands systèmes hydrauliques de manière durable.Par ailleurs, un large programme de communication et de sensibilisation à l’économie et la préservation de sa qualité est exécuté annuellement. A titre indicatif, en 2019, l’AGIRE et ses démembrements ont réalisé les actions suivantes :171 classes d’eau ont été organisées, permettant de sensibiliser 54 469 élèves ;105 sorties vers les ouvrages hydrauliques en faveur de 3 551 visiteurs ;27 camps de vacance pour le bénéfice de 5 818 enfants ;53 rencontres de sensibilisation en direction des agriculteurs et industriels ;55 mosquées concernées par la campagne de sensibilisation des imams.Pour assurer une gestion durable et une répartition équitable des ressources en eau entre les citoyens de tout le territoire national, un programme de solidarité hydraulique de grands  transferts d’eau inter-régions a été mis en place afin d’assurer une égalité de chances d’accès aux ressources hydriques des citoyens quel que soit leur lieu de vie. Ces transferts d’eau des régions excédentaires vers les régions défavorisées en termes de disponibilité en ressources hydriques ont nécessité la réalisation d’un linéaire total d’environ 4000 kms de conduites.Les principaux systèmes de transfert d’eau réalisés sont :Le système de transfert des eaux de la nappe de l’Albien, d’ln Salah vers Tamanrasset, desservant 400000 habitants, transféré sur une distance de près de 800 km.Le système de transfert des eaux à partir du barrage Beni Haroun, le plus grand en Algérie, d’une capacité de 1 milliard de m3, sur 616 km, desservant plus de 3 millions d’habitants, dont 20.000 hab. en zone rurale, soit 1% de la population totale desservie.Le système de transfert des eaux du barrage Taksebt vers les wilayas de Tizi Ouzou, Alger et Boumerdès, sur 372km, pour desservir une population de 3 millions d’habitants, dont 77000 hab. en zone rurale, soit 3% de la population totale desservie.Le système de transfert des eaux du barrage Koudiat Acerdoun vers les wilayas de Bouira, Tizi Ouzou, M’Sila et Médéa, pour une population de 1.5 million d’habitants, dont 137500 hab. en zone rurale, soit 9% de la population totale desservie.Le système de transfert des eaux de l’oued Chlef «Mostaganem-Arzew-Oran (MAO) », desservant les wilayas de Mostaganem, Relizane, Mascara et Oran, pour 3.4 millions d’habitants dont                138 000hab. en zone rurale, soit 4% de la population totale desservie.Le transfert «Chott El Gharbi» entre Naâma et les wilayas de Tlemcen et de Sidi Bel Abbes, sur 653km, mobilisant 40 millions de m3/an au profit de l’AEP de 176 000 habitants dont 11 000 hab. en zone rurale, soit 6% de la population totale desservie.Le transfert des « Hautes plaines Sétifiennes »qui alimente les wilayas de Sétif et Bordj Bou Arreridj, pour le renforcement de l’AEP de plus de 1.5 millions d’habitants dont 138500 hab. en zone rurale, soit 9% de la population totale desservie.La population totale concernée par ces sept (07) principaux systèmes de transfert d’eau s’élève à 13 millions d’habitants dont 520 000 hab. en zone rurale, soit 4% de la population totale desservie.En matière d’assainissement, un programme de grands aménagements des oueds, tel que oued El Harrach (oued important au niveau d’Alger), sont réalisés. Cet oued, qui était dans un passé récent un réceptacle pour toutes sortes de déchets, dispose aujourd’hui d’espaces récréatifs. Ce projet a permis l’amélioration des conditions sanitaire etde l’environnement immédiat d’environ 800 000 habitants par la valorisation de la composante environnementale et écologique, le relogement de plus de 7000 familles des bidonvilles, dans des cités d’habitations équipées de toutes les commodités dont l’accès à l’eau potable et l’assainissement.Ces programmes ont eu pour impact une extension générale de l’accès à l’eau et à l’assainissement sur l’ensemble des wilayas du pays,y compris les zones rurales. Cela a permis d’améliorer les conditions de vie des citoyens par l’élimination des maladies à transmission hydriques, et l’amélioration des conditions socio-environnementales, notamment en milieu rural. Cette amélioration de l’accès à l’eau potable et l’assainissement, particulièrement en zones rurales, a contribué essentiellement à promouvoir l’éducation et la scolarisation des filles et favorisé la promotion de la femme rurale en améliorant aussi ses conditions d’accès à un travail générateur de revenus en éliminant définitivement la tache pénible d’aller chercher l’eau attribuée généralement aux femmes. Le changement des conditions socio-économiques des régions bénéficiaires de ces programmes a contribué à fixer les populations locales et limiter ainsi l’exode rural. ","Perspectives pour l’avenir :Accès plus sur l’efficacité de gestion pour pérenniser les acquis et rentabiliser les investissements à travers une amélioration de l’organisation et le renforcement des capacités.","Algeria_651_2020_FR_Final_21.10.2020.docx"
"4","3.1b","Descripción de la situación: Balance hídrico. https://www.mediambient.ad/el-recurs Plan de Saneamiento 1996. https://www.mediambient.ad/pla-de-sanejament-aigues Llei de policía i de protección de les aigües del 31 de juliol de 1985. Reglament de control de les aigües residuals i de protección de les aigües superficials del 18 de desembre de 1996. https://www.mediambient.ad/normativa-aigua ","Formas de avanzar: En fase de valoración ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"5","3.1b","Descrição da situação: Existe em cada Provincial uma Empresa de Abastecimento de Água e Saneamento (EPAS). Cada EPAS foi criada através de um Decreto Presidencial específico.","Próximas medidas: Melhoria da capacidade de gestão técnica e administrativa das EPAS. ","Angola_651_2020_PT_Final_31.07.2020.docx"
"6","3.1b","Status description: There is a high level of awareness for water availability and provisions are currently being made to mitigate effects of an ongoing drought and other inhibiting factors. ","Way forward: It is recommended that a shared database be created to allow shareholders access to required information readily.","Antigua and Barbuda_651_2020_EN_Final_31.08.2020.docx"
"7","3.1b",NA,NA,"Armenia_651_2020_EN_Final_24.07.2020.docx"
"8","3.1b","Status description: The Commonwealth Water Act 2007 (the Water Act) and Murray-Darling Basin Plan 2012 (the Basin Plan) provide for sustainable diversion limits (SDLs) that establish the amount of water that can be taken for consumptive use.  The Water Act provides a transparent and efficient mechanism to allow the Minister, on the advice of the Murray-Darling Basin Authority (MDBA), to adjust the SDLs within defined limits to achieve enhanced environmental and socioeconomic outcomes. Activities to be considered under the adjustment mechanism will either allow equivalent environmental outcomes to be achieved with less water or increase the volume of water available for environmental use with neutral or improved socio-economic outcomes.Since 2007 the Australian Government has committed more than $15 billion for water reform activities. In addition, the current Australian Government has committed $500 million for the National Water Infrastructure Development Fund and $2 billion for the loans facility. Of this, $8 billion funds a range of activities aimed at increasing water use efficiency in the Murray-Darling Basin (the Basin). There are over 2,700 projects across the Basin that are helping farmers modernise and improve their on-farm water use efficiency and off-farm improvements are felt by more than 12,000 individual irrigators. The Australian Government has also implemented a program with the States and Territories on water metering compliance. Recently the Commonwealth provided $27.6 million funds (on a matching basis by State/territory and industry) for the Improving Great Artesian Basin Drought Resilience program, building on the substantive investment of the former Great Artesian Basin Sustainability Initiative.The Water Efficiency Labelling and Standards (WELS) Act 2005 reduces urban water demand by providing household and commercial consumers with water-use information at the point of sale. Showers, taps, toilets, urinals, clothes washing machines, dishwashers and flow controllers sold in Australia must carry a water efficiency rating and consumption details so purchasers can make informed decisions. The WELS program is estimated to have saved 122 GL potable water in 2018 across Australia. These savings are anticipated to rise to over 230 GL/year in 2036.","Way forward:The third statutory independent review of the WELS scheme is planned to commence in 2020. The review will evaluate and report on the WELS scheme, with consideration to the ongoing appropriateness of the scheme objectives, administration, implementation, regulatory practices and opportunities for improvement to the operation of the WELS scheme. In parallel with the independent review the Commonwealth and jurisdictional intergovernmental agreement for the WELS scheme is planned to be reviewed and updated if required.","Australia_651_2020_EN_Final_12.08.2020.docx"
"9","3.1b","Status description: The main water management instruments in Austria are the National River Basin Management Plan (RBMP) and the Flood Risk Management Plan (FRMP) including the programmes of measures. Both are in place and reviewed and revised every six years. According to the RBMP2009 and the RBMP2015 all 138 groundwaterbodies and groups of groundwaterbodies are in good quantitative status. Austria in general is abundant of water. Overall in yearly average only 3% of the available water resources are used. For water abstraction as well as other water uses permits are needed. Reuse of water apart from large industrial uses is not an issue in Austria due to in general high availability of high quality freshwater. Nevertheless measures are taken to ensure water use efficiency which range from avoiding leakages in drinking water networks up to reuse in large water consuming industry.  ","Way forward: Water availability in some regions in future may affected by the effects of climate change. In an Austrian wide study the current and, considering impacts of climate change, the future rate of water abstractions for all Austrian groundwater bodies is evaluated. According to the availability of water quantity data is room for improvement.  ","Austria_651_2020_EN_Final_13.08.2020.docx"
"10","3.1b","Status description: Work is being carried towards improvement of irrigation and drinking water supply infrastructure to reduce water losses. In pilot area is beeing applied modern irrigation technologies and drip irrigation ","Way forward: Above work will be continued by application of economic instrument and also tariff reforms and also through conducting of awareness rising work  ","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
