"","q_num","status_description","way_forward","file"
"1","2.2b","Status description: ","Way forward: ","Afghanistan_651_2020_EN_Final_05.01.2021.docx"
"2","2.2b","Status description: Public is always aimed to get involved through invitations on different meetings and also through the publication of materials on the website.Albania is part of the Aarhus Convention, which was ratified by law nr.8672, date 26.10.2000 The parliament publishes yearly a report for public participation in the activity of permanent committees and parliamentary subcommittees Commission for Production Activities, Trade and Environment is responsible also for the water sector.  In the report for 2018 the Commission has held 6 public hearings with various representatives of the interests groups and has participated in a forum with civil society. In these hearings 34 representatives from civil society, interest groups and experts participated, of which 32 males and 2 females.Also, when conducting ESA and EIA contracted companies are required to organize public consultation meetings and prove it. In the process of drafting strategies, programmes, RBMPs, etc., relevant authorities are required to publish in advance all documents in official websites and organize in a dedicated time frame public consultation meetings. ","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"3","2.2b","État d’avancement :L’Article 15 de la constitution de 2016 stipule que « l’Etat encourage la démocratie participative au niveau des collectivités locales ».Les comités de bassins hydrographiques regroupent en leur sein des représentants de la société civile. Ces derniers contribuent à l’examen des dossiers relatifs à la planification des ressources en eau. Dans le cadre de la promotion et de la mise en œuvre d’une nouvelle politique de proximité, le Ministère de l’Intérieur et des collectivités locales a favorisé et développé au niveau local une nouvelle approche de participation basée sur :L’intégration de l’approche participative dans les programmes de développement local ;La finalisation d’une opération pilote d’intégration de l’approche participative dans l’élaboration d’audits socio-économiques au niveau de 250 communes ;La formation au niveau local de diplômés à l’approche participative.Dans le cadre des grandes réformes institutionnelles menées par l’Algérie ces dernières années, et plus particulièrement, l’introduction dans la Constitution de 2016 de la démocratie participative au niveau des collectivités territoriales, le Gouvernement algérien a initié un projet de coopération avec l’Union Européenne et le Programme des Nations Unies pour le Développement (PNUD), qui vise à promouvoir l’implication des citoyens et de la société civile dans la gestion communale et le développement local durable et intégré. Porté par le Ministère de l’Intérieur, des Collectivités Locales et de l’Aménagement du Territoire. Ce projet, intitulé CapDeL : « démocratie participative et développement local », est un programme de « renforcement des capacités des acteurs du développement local ». ","Perspectives pour l’avenir :La finalisation du programmes d’appui au développement local intégré au niveau des wilayas pilotes (Mila, Sétif, Khenchela, Tipaza, Batna,  Oum El Bouaghi) dans la perspective de sa généralisation.Revoir la composition des comités de bassin pour favoriser davantage la participation des citoyens.","Algeria_651_2020_FR_Final_21.10.2020.docx"
"4","2.2b","Descripción de la situación: Toda la información se publica en la web. https://www.mediambient.ad/aigua http://www.depuradores.ad/ ","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"5","2.2b","Descrição da situação: É pratica nacional que antes da aprovação de qualquer Plano Geral de Desenvolvimento dos Recursos Hídricos, fazer-se a apresentação do documento junto dos Conselhos Provinciais de Auscultação das Comunidades. No caso concreto da BH do Zambeze existe o Comité Nacional de Coordenação das Partes Interessadas na Bacia Hidrográfica do Zambeze (NASC-Angola), plataforma que facilita o dialogo entre as Comunidades Locais e os Governos Provinciais, e a ZAMCOM;  No caso concreto da BH do Congo/Zaire, existe a Plataforma de Concertação Nacional para a Bacia Hidrográfica do Congo (PCN – Angola), órgão facilitador da partilha da informação; no que diz respeito a Sociedade Civil, existem a Parceria Angola da Água (PAA), Organizações Não Governamentais que trabalham no Sector das Águas, que são lideradas pela Development Workshop – DW Angola; em termos de águas subterrâneas existe o Núcleo de Águas Subterrâneas do Departamento de Geologia da Universidade Agostinho Neto.  ","Próximas medidas: Estabelecimento da Associação Angola de Recursos Hídricos. ","Angola_651_2020_PT_Final_31.07.2020.docx"
"6","2.2b","Status description: There is scope for improvement. ","Way forward: There is need for more training in the area of water resource management to increase the cadre of people who can speak effectively to the public on these respective areas. More information on water resources and policies needs to be made more accessible to the public. ","Antigua and Barbuda_651_2020_EN_Final_31.08.2020.docx"
"7","2.2b",NA,NA,"Armenia_651_2020_EN_Final_24.07.2020.docx"
"8","2.2b","Status description: The Water Act and the Basin Plan set out the consultation requirements for the development of state Water Resource Plans (WRPs), the environmental watering plan and annual environmental watering priorities. These include specific requirements for consultation on Indigenous values and uses of water resources. Sub-national governments conduct public consultation and engagement in various ways, such as:Western Australia’s Department of Water undertook extensive public consultation in 2012 on proposed changes to State water legislation outlined in the publication of Securing Western Australia’s water future – a position paper. The public was invited to submit written responses to the position paper. The department also conducted workshops in metropolitan and regional areas with water licensees and interested stakeholders. A Water Resources Management Bill is being drafted to incorporate government policies and address issues identified during the consultation phase of the proposed new legislation. Public participation is part of all local water planning processes.The Australian Capital Territory undertook community consultation on its draft water resource plan in 2016.Queensland announced the public consultation process on its draft environmental values and water quality objectives via gazette notice in 2017 and subsequent public notices in local newspapers. Consultations drafts were available for comment online via a survey for each project region. Queensland’s Warrego-Paroo-Nebine Water Resource Plan was recently accredited and it demonstrated extensive consultation with the local community, including the Indigenous community, during the preparation of the WRP.  New South Wales has undertaken extensive public consultation in its water resource plan development process, including inviting key stakeholders to make submissions on initial discussion papers on the issues in each catchment, conducting targeted and on-going engagement with locally-based stakeholders through established Stakeholder Advisory Panels and Environmental Water Advisory Groups in each catchment, extensive consultation with First Nations groups, and public exhibition of draft statutory instruments.Victoria, South Australia and the Australian Capital Territory also undertook similar consultation and engagement processes as part of the development of their water resource plans.Victoria has placed formal obligations on catchment management authorities and water corporations requiring extensive public consultation when undertaking water resources, policy, planning and management at the local level. This includes requiring engagement with traditional owners. In South Australia, the regional natural resources management boards (soon to be replaced by landscape boards under the Landscape South Australia Act 2019) have a community-based membership. The boards are responsible for undertaking community consultation during the development or amendment of water allocation plans for the prescribed water resources in their region. Since 2018, the Murray-Darling Basin Authority has employed a number of Regional Engagement Officers located in Basin communities. This growing regional network regularly engage with local stakeholders to improve the flow of two-way communication between communities and the MDBA. Basin Community Committee (BCC) provides a community perspective on a wide range of water resource, environmental, cultural and socioeconomic matters. They report on community concerns and issues around Basin Plan implementation and provide information to Basin communities on different programs. To assist in its advisory role the BCC forms irrigation, environmental water and Indigenous water subcommittees. CEWO recently employed an additional six local engagement officers that live within local communities throughout the Basin and who consult extensively with stakeholders regarding delivery of the Commonwealth environmental water portfolio.The Lake Eyre Basin Community Advisory Committee and the Scientific Advisory Panel who provide community views and expert science advice to Ministers on matters affecting the health of the Basin.","Way forward: The Australian Government is relocating one third of MDBA staff to regional offices in the Basin by 2021. Further regionalising the MDBA creates opportunities to strengthen understanding of the Basin and its stakeholders, improve stakeholder relationships, and enhance its regional water management connections. There may also be opportunities for the MDBA to facilitate improved information flow and coordination of Australian Government initiatives at the local level.Recent MDBA initiatives such as the development of a Native Fish Recovery Strategy have a strong focus on local engagement to build enduring partnerships with communities to design and implement on-ground actions.  ","Australia_651_2020_EN_Final_12.08.2020.docx"
"9","2.2b","Status description: Public participation is according to §55m Austrian Water Act 1959 foreseen in several stages of the development and for the review of National River Basin Management Plans and National Flood Risk Management Plans. Laws and Regulations are issued in legally defined consultation and participation processes. On local level umbrella organizations of stakeholders usually play a strong role to coordinate the position of their interest groups. Representation of all concerned parties in permitting processes is ensured.","Way forward: No changes foreseen.","Austria_651_2020_EN_Final_13.08.2020.docx"
"10","2.2b","Status description:  In pilot basin areas under EU, UNDPGEF, USAID,OSCE  supported projects  on development of RBMPs in upper Kura basin of Azerbaijan engaged different stakeholder groups and general population to discuss and comment on RBMPs ","Way forward: Adoption of Water Strategy will be significant step towards application of basin approach in different basin districts by wider public participation","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"11","2.2b","Status description: Information exists in some cases and/or sectors, but it is not effectively shared. Not enough is being done to engage the public on the status of water. Town halls and public meetings on water resources policy, planning and management are held in emergency situations. ","Way forward: Increase public awareness about water resources management, with special emphasis on the unique issues on each island.","Bahamas_651_2020_EN_Final_18.11.2020.docx"
"12","2.2b","Status description: Bahrain has only one basin which is equivalent to the national level. This specific issue is only practiced at national level, and no relevant subnational division exists.","Way forward: ","Bahrain_651_2020_EN_Final_22.12.2021.docx"
"13","2.2b",NA,NA,"Bangladesh_651_2020_EN_Final_3.11.2020.docx"
"14","2.2b","Status description: All IWRM plans are organised and executed at the national level","Way forward:","Barbados_651_2020_EN_Final_27.10.2020.docx"
"15","2.2b",NA,NA,"Belarus_651_2020_RU_Final_16.07.2020.docx"
"16","2.2b","Status description: some minor representation issues","Way forward: further elaboration on full representation","Belgium_651_2020_EN_Final_1.10.2020.docx"
"17","2.2b","Status description: Various academia and professionals conduct investigations into water resources and those reports are published and some available on the internet.  Country has the Caribbean Community Climate Change Centre who has a clearing house for climate and climate related documents in their repository available online.  National Hydrological Service has a register of water users, licenses, permits, water uses available to the public.  Water Policy, Strategy and Action Plan, IWRM law are all available online.","Way forward: Pipeline projects have enshrined within them to establish a Public Private Partnership Agreement for participation in water resources management re monitoring for volumes and water quality.  Also, to develop the country’s first watershed management plan for a watershed that is experiencing degradation.","Belize_651_2020_EN_Final_01.07.2020.docx"
"18","2.2b",NA,NA,"Benin_651_2020_FR_Final_29.09.2020.docx"
"19","2.2b","Status description: Basin Committee members are from local government, elected members of the local community and officials from environment sector. They meet on quarterly basis. ","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
