"","q_num","status_description","way_forward","file"
"1","1.2d","Status description: Question has been revised in 2020 reporting round to cover all subnational levels. No data available from country from 2017.","Way forward: ","Afghanistan_651_2020_EN_Final_05.01.2021.docx"
"2","1.2d","Status description:DCM nr. 696, dated 30.10.2019 “For the determination of territorial, hydrographical borders, river basins, in the Republic of Albania and the center and compound of each River Basin Council”The Integrated Water Resources Management Strategy, adopted in February 2018Law 111/2012 ""On Water Resources Management"", amended in 2018 which also brought the establishment of the Water Resources Management AgencyThere are no explicit sub-national policies, national policies are being implemented at sub-national levels, i.e.: according to the new administrative territorial division and the river basins, specific regional administration offices operate for one or more river basins. There are 4 administration river basin offices that are depending from WRMA. ","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"3","1.2d","État d’avancement : L’Algérie dispose d’une réglementation d’une portée nationale. La mise en application de cette réglementation au niveau local est assurée à travers les structures déconcentrées de l’Etat.","Perspectives pour l’avenir : La révision de la loi relative à l’eau, en cours, permettra de consolider et renforcer le cadre juridique relatif à l’eau.","Algeria_651_2020_FR_Final_21.10.2020.docx"
"4","1.2d","Descripción de la situación: ","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"5","1.2d","Descrição da situação: Decreto Legislativos nº 05/98 de 11 de Junho – Lei de Bases do Ambiente, Decreto Legislativo nº 6/02 de 21 de Junho – Lei de Águas, do Decreto Legislativo nº 51/04 de 23 de Julho – Lei sobre Avaliação do Impacto Ambiental.","Próximas medidas: Conclusão da regulamentação da Lei de Bases do Ambiental, da Lei de Águas e da Lei de Terras.","Angola_651_2020_PT_Final_31.07.2020.docx"
"6","1.2d","Status description: N/A","Way forward: N/A","Antigua and Barbuda_651_2020_EN_Final_31.08.2020.docx"
"7","1.2d","Status description: Considering that Armenia is a small country and one province (marz) may include two or three basins, there is no need for separate sub national water resources regulation. National water resources regulations are implemented across the country. The territory of the Republic of Armenia is divided into 6 basin management areas, they are the main water resources management units and the regulations and management  of  these areas are done according to  basin management plans.Armenian Government has adopted 3 basin management plans for BMOs. 2 basin management plans are being under development process now. The basin management plans include program of measures to improve status of water bodies. These measure include construction of agglomeration, development of legislative and institutional system etc.Explanatory note: Basin Management Plans regulate basin management level that may comprise some parts of different provinces (marzes) including settlements, towns etc. This means that basin management regulations are under sub-national level. Though legislative regulations of these principles are adjusted by under-law.","Way forward: ","Armenia_651_2020_EN_Final_24.07.2020.docx"
"8","1.2d","Status description: All state and territory jurisdictions within Australia have water resources laws. For example:New South Wales – Water Management Act 2000 and the Water Act 1912Victoria – Water Act 1989 and Catchment and Land Protection Act 1994South Australia – Natural Resources Management Act 2004 and the Landscape South Australia Act 2019 (the latter will supersede the Natural Resources Management Act 2004 in July 2020). River Murray Act 2003.Queensland – Water Act 2000Tasmania – Water Management Act 1999Western Australia – currently working to consolidate 6 Acts into 1 Act Northern Territory – Water Act 1992Australian Capital Territory – Water Resources Act 2007","Way forward: ","Australia_651_2020_EN_Final_12.08.2020.docx"
"9","1.2d","Status description: According to the Austrian constitution water policy is a national competence in Austria. The Austrian Water Act 1959 is a nationwide legislation obligating all people and organizations. For implementation of the Austrian Water Act the Governors of the 9 Bundesländer are acting on behalf of the Federal Minister.","Way forward: No changes foreseen.","Austria_651_2020_EN_Final_13.08.2020.docx"
"10","1.2d","Status description: mechanism on application of basin approach and other secondary legislation in relation to IWRM application need to be developed","Way forward: New Water Strategy to be adopted considers development of mechanism on application of basin approach and other secondary legislation according to EU WFD and IWRM principles","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"11","1.2d","Status description: There is some legislation (i.e. Water Supplies Out Island) that addresses regional regulations; albeit much more transactional improvements are required. Because all organisations with regulatory power are headquartered on New Providence, monitoring and enforcement of national legislation on the Out Islands (or “Family Islands”) often falls on NGOs and civil society. ","Way forward: With the recent creation of DEPP, there is an opportunity to enforce water regulations with the newly created environmental officer positions.","Bahamas_651_2020_EN_Final_18.11.2020.docx"
"12","1.2d","Status description: Question has been revised in 2020 reporting round to cover all subnational levels. No data available from country from 2017.","Way forward: ","Bahrain_651_2020_EN_Final_22.12.2021.docx"
"13","1.2d",NA,NA,"Bangladesh_651_2020_EN_Final_3.11.2020.docx"
"14","1.2d","Status description: Barbados does not have a Federal structure","Way forward: ","Barbados_651_2020_EN_Final_27.10.2020.docx"
"15","1.2d","Разработка не начата или отложена для большинствабассейнов / водоносных горизонтов, имеющих национальное значение.",NA,"Belarus_651_2020_RU_Final_16.07.2020.docx"
"16","1.2d","Status description: idem ","Way forward: ","Belgium_651_2020_EN_Final_1.10.2020.docx"
"17","1.2d","Status description: Technical Guidelines document to develop regulations for the water act has commenced.  Technical Document is not yet completed but so far does not have subnational level water resources regulations within.","Way forward: Forward document once completed to Attorney General Ministry for development of regulations.","Belize_651_2020_EN_Final_01.07.2020.docx"
"18","1.2d",NA,NA,"Benin_651_2020_FR_Final_29.09.2020.docx"
"19","1.2d","Status description: Question has been revised in 2020 reporting round to cover all subnational levels. No data available from country from 2017. ","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"20","1.2d","Descripción de la situación:  Los Gobiernos Subnacionales (Departamentales y Municipales) cuentan como base normativa sus PTDI (aprobado por norma local) que contemplan acciones y metas respecto a los recursos hídricos sobre todo superficiales; adicionalmente estas entidades han elaborado resoluciones municipales, leyes y ordenanzas que establecen áreas de protección de recursos hídricos, estas normas carecen de planificación o seguimiento, sin embargo, en los últimos años esta temática ha empezado a ser de mayor importancia para las entidades sub nacionales. Por otro lado, se elaboraron dos propuestas de Ley, i) una referida a la protección de fuentes de agua en cuencas, para la cuenca estratégica del río Azero (de carácter departamental y se pretende replicar la experiencia a nivel de las demás cuencas estratégicas), y ii) Ley Departamental para la implementación del Plan Director de la cuenca del río Rocha, Arque-Tapacarí y Mizque. Ambas normas reforzarán la gestión de los recursos hídricos.","Formas de avanzar: Buscar mecanismos que permitan a las entidades subnacionales realizar la planificación, manejo y monitoreo de los recursos hídricos a través de la elaboración e implementación de leyes, decretos, ordenanzas, resoluciones, entre otros, basados en el enfoque de cuenca. ","Bolivia_651_2020_ES_Final_24.09.2020.docx"
