"","q_num","status_description","way_forward","file"
"1","2.2d","Status description: This question is a combination of the old 2017 2.1e and 2.2c gender-questions at national and sub-national level.","Way forward: ","Afghanistan_651_2020_EN_Final_05.01.2021.docx"
"2","2.2d","Status description: Most of the legislation in Albania addresses gender specific issues and objectives, and the same applies for the water law, water resources strategy and it is an issue that is always addressed in different projects ongoing in the water resources management sector.The Government of Albania has made significant progress in establishing relevant institutional and policy frameworks for achieving gender equality and women's empowerment, in line with international, regional and national standards and obligations for gender equality. There has been progress in the establishment of institutional mechanisms in the field of gender equality, but institutions continue to lack sufficient human and financial resources.","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"3","2.2d","État d’avancement :La constitution algérienne garantie l’égalité des sexes :L’article 32 de la constitution stipule que « Les citoyens sont égaux devant la loi, sans que puisse prévaloir aucune discrimination pour  cause de  naissance,  de  race,  de  sexe, d'opinion ou de toutes  autres  conditions  ou circonstance  personnelle ou sociale ».L’article 35 stipule que « L'Etat œuvre à la promotion des droits politiques de la femme en augmentant   ses chances   d'accès   à   la    représentation   dans   les assemblées élus... ».Aussi, l’article 36 stipule que « L'Etat œuvre à promouvoir la parité entre les hommes et les femmes sur le marché de l'emploi. L’Etat encourage la promotion de la femme aux responsabilités dans les institutions et administrations publiques ainsi qu'au niveau des entreprises ».Afin d’impulser les dynamiques de changement requises par la constitution et les dispositifs législatifs et réglementaires en matière d’égalité des citoyens, l’élaboration, selon l’approche genre, des lois et des programmes d’investissement public offre le cadre approprié à l’institutionnalisation de la question du genre. De plus, pour mieux cerner les enjeux sectoriels et sociétaux, ce processus de management proactif s’appuie sur les techniques de mobilisation partenariale qui favorisent l’implication des femmes et des hommes selon les besoins exprimés et dans l’intérêt des deux sexes.En outre, il est à noter que dans le cadre de la promotion de la femme, il a été procédé à la mise en place d’un Ministère chargé de la condition féminine et à l’élaboration de la « Stratégie nationale d’intégration et de promotion de la femme »,  adoptée par le Gouvernement en juillet 2008. Cela confirme l’intérêt accordé par l’Algérie à la question de la promotion de la femme, à sa participation dans tous les domaines du processus du développement, à son rôle dans la stabilité familiale et dans la cohésion sociale. Cette stratégie nationale, en parfaite cohérence avec les orientations de la plateforme de Beijing, couvre les domaines de: • La promotion des droits ; • L’éducation et la formation professionnelle ; • La santé ; • L’économie et l’emploi ; • Les femmes en situation difficile ; • La Participation à la vie politique et à la vie publique ; • La place sociale et culturelle des femmes ; • Les technologies de l’information et de la communication ; • Les médias ; • L’environnement. Pour la mise en œuvre de cette stratégie, le Plan d’actions national pour la promotion et l’intégration de la femme (PANPIF), élaboré en tant qu’instrument d’exécution, de coordination et de suivi de cette stratégie, a été adopté par le Gouvernement le 9 mars 2010. Le secteur des ressources en eau est représenté dans la commission intersectorielle chargée de l’élaboration du plan national 2017-2021, prévoyant des mécanismes visant à renforcer l’égalité entre les hommes et les femmes dans le cadre de leurs rôles complémentaires à différents niveaux de la vie politique, sociale et économique.Le personnel féminin exerçant au niveau du secteur de l’eau était en 2018 de 53 % au niveau de l’administration centrale qui est chargée de l’élaboration de la stratégie sectorielle des ressources en eau de son plan d’action et de sa mise en œuvre, et de 38 % au niveau infranational (directions des ressources en eau des wilayas). La proportion des femmes occupant des fonctions supérieures est passée de 9 % en 2009, à 40 % en 2018. La proportion de femmes cadres occupant des postes supérieurs est passée de 57 % en 2009 à 79% en 2018.","Perspectives pour l’avenir : Poursuite de la mise en œuvre de cette stratégie, le Plan d’actions national pour la promotion et l’intégration de la femme (PANPIF)","Algeria_651_2020_FR_Final_21.10.2020.docx"
"4","2.2d","Descripción de la situación: En Andorra no hay constancia que exista un problema de género en el ámbito de la GIRH. Todos los habitantes de Andorra tienen acceso a la red de agua potable y a la red de saneamiento independientemente cual sea su origen, condición, sexo, etc. Si bien existen planes nacionales sobre la igualdad de género.El Servicio de Igualdad del área de Políticas de Igualdad, tiene como misión potenciar y mejorar la lucha contra las desigualdades y la discriminación que sufren las personas y los colectivos más vulnerables en cualquiera de sus ámbitos.  Las funciones que desarrolla son el asesoramiento, es decir, se encarga de gestionar casos en que haya una posible discriminación coordinándose con los diversos departamentos competentes para dar respuesta.  Y el acompañamiento educativo, social y legal. Políticas y programas en materia de Igualdad:El Libro Blanco de la igualdad se ha elaborado conjuntamente con el Consejo General y ha comportado un proceso de trabajo en que han participado expertos sobre la materia, las entidades cívicas representantes de los diferentes sectores y/u otros colectivos y la ciudadanía mediante una participación presencial y en línea. Durante el 2018 se ha elaborado la Ley para la igualdad de trato y la no-discriminación.Ley 13/2019, del 15 de febrero, para la igualdad de trato y la no-discriminación ","Formas de avanzar: ","Andorra_651_2020_ES_Final_18.09.2020.docx"
"5","2.2d","Descrição da situação: Actualmente os Planos Gerais de Desenvolvimento têm dado uma grande primazia para a inclusão de questões do género em acções conducentes ao desenvolvimento socioeconómico do Pais. Prova concreta é a existência de um Departamento Ministerial que trata de questões ligadas a Família e à Promoção da Mulher. Importa salientar que a República de Angola é Membro da Comunidade de Desenvolvimento da África Austral (SADC). No quadro de desenvolvimento de políticas económicas e sociais é mandatário ter-se em consideração o balanço do género.  ","Próximas medidas: Elaboração de Políticas Públicas que priorizem a integração de questões do Género.  ","Angola_651_2020_PT_Final_31.07.2020.docx"
"6","2.2d","Status description: It is considered as decisions are made with respect to both male and females. ","Way forward: Request the involvement of more female groups to ensure equality and equity in water management as they are more so associated with usage of water resources and have a role within the farming sector.","Antigua and Barbuda_651_2020_EN_Final_31.08.2020.docx"
"7","2.2d",NA,NA,"Armenia_651_2020_EN_Final_24.07.2020.docx"
"8","2.2d","Status description:The Australian Government has an obligation under international law to respect, protect and fulfil human rights including gender equity. Australian legislation, policies and practice must comply with international human rights law and each new Bill introduced into Federal parliament is accompanied by a Statement of Compatibility with Australia’s international human rights obligations. Community input is an important part of government decisions on water, and the Australian Government engages with stakeholders through local, national and international forums. Women are engaged in development and implementation of water policies, initiatives and programs to ensure gender equality. There have been multiple benefits from the implementation of water infrastructure works in Australia including increased jobs and work life balance. The funding agreements also mention gender equality in relation to contracting. There are no requirements under the Water Act or the Basin Plan to include gender considerations.The Victorian Government’s Water for Victoria policy includes a focus on gender equity and to develop programs in support of women wanting to lead at the highest level. Gender balance in the sector will enrich discussions and see diverse perspectives result in better decision making and good legacy outcomes. The number of women on water sector boards has increased to more than 50 per cent of all positions, including 18 out of 29 chair positions. The Victorian Government has extended this into executive levels. Women currently represent only 20 per cent of managing director and chief executive officer positions in water corporations and catchment management authorities. A 12-month program was launched in 2019 that will support and guide women working in the water sector and related fields to develop their leadership skills to best position them for future executive roles","Way forward: ","Australia_651_2020_EN_Final_12.08.2020.docx"
"9","2.2d","Status description: Article 7 of the Austrian Constitution declares the equalisation of men and women against the law. Federal government, Bundesländer and municipalities are bound on this fundamental requirement. HYPERLINK ""https://www.ris.bka.gv.at/GeltendeFassung/Bundesnormen/10000138/B-VG%2c%20Fassung%20vom%2005.07.2017.pdf"" https://www.ris.bka.gv.at/GeltendeFassung/Bundesnormen/10000138/B-VG%2c%20Fassung%20vom%2005.07.2017.pdf- Gender-equity is one of the basic principles enshrined in the Austrian Government-programme 2020-2024 https://www.bundeskanzleramt.gv.at/bundeskanzleramt/die-bundesregierung/regierungsdokumente.html- In the Federal Ministry of Agriculture, Regions and Tourism (BMLRT) a gender mainstreaming working group is established and an annual report is provided.- Four of seven heads of units in BMLRT Directorate General Water are women, as well as our Minister herself.   - An exchange network for female experts on disaster risk reduction, so called “Women exchange for disaster risk reduction (we4DRR)” established by the Ministry supports women working in research, policy and practitioners in the field of natural hazards and disaster risk reduction. http://www.naturgefahren.at/eu-internationales/we4DRR.html- Another network established by the Ministry responsible for climate change and the environment supports women in technical jobs. Several water experts are part of the network.  http://www.femtech.at/","Way forward: No changes foreseen.","Austria_651_2020_EN_Final_13.08.2020.docx"
"10","2.2d","Status description: This is in attention of all who are engaged to water management and protection work at national and regional level. National legislation on environment protection and public participation also Water Strategy considers this element. ","Way forward: Adoption of Water Strategy will be significant step towards gender aspects of application of IWRM approach at national and   in different basin districts ","Azerbaijan_651_2020_EN_Final_22.10.2020.docx"
"11","2.2d","Status description: Gender consideration is not paramount in policy language or strategies. However, requests are made for female attendees at workshops, meetings and the like.","Way forward: Continue to include women in IWRM conversations and aim for gender-parity in decision-making processes.","Bahamas_651_2020_EN_Final_18.11.2020.docx"
"12","2.2d","Status description: Women are constitutionally declared equal to men in the Kingdom of Bahrain, have the right to vote and be elected, and are well represented in the society of Bahrain. Women in Bahrain occupy many positions in the executive, legislative, and judiciary branches of the kingdom. They also represent a considerable number of technical and managerial staff in the water-related agencies. This question is a combination of the old 2017 2.1e and 2.2c gender-questions at national and sub-national level.","Way forward:","Bahrain_651_2020_EN_Final_22.12.2021.docx"
"13","2.2d",NA,NA,"Bangladesh_651_2020_EN_Final_3.11.2020.docx"
"14","2.2d","Status description: The Barbados constitution is gender neutral and there is no specific reference to gender in the laws related to Water resources management. There are no laws in Barbados that specifically refers to the role of gender or provision for vulnerable groups to participate in the management of water resources in the country. The Barbados legislation is gender neutral and it is illegal to select persons for any endeavour based on gender. Presently there is no structured mechanism, outside of Town Hall Meetings for the public to participate in the management of Water Resources as a stakeholder. This makes it hard to score these categories other than Not Applicable. Although the constitution offers protection against discrimination there is no specific avenues for stakeholder participation.","Way forward: ","Barbados_651_2020_EN_Final_27.10.2020.docx"
"15","2.2d","Дальнейшие действия: ",NA,"Belarus_651_2020_RU_Final_16.07.2020.docx"
"16","2.2d","Status description: ","Way forward: ","Belgium_651_2020_EN_Final_1.10.2020.docx"
"17","2.2d","Status description: ","Way forward: Project concept developed to conduct a gender and social assessment but can only advance if the donors grant funding.","Belize_651_2020_EN_Final_01.07.2020.docx"
"18","2.2d",NA,NA,"Benin_651_2020_FR_Final_29.09.2020.docx"
"19","2.2d","Status description: There are no specific provisions on gender in National water policy and legislation however, gender issues are addressed by other policies and laws. Education policy and guidelines for Five Year Plans (FYP) requires gender mainstreaming in all development plans and programmes. National Commission for Women & Children (NCWC) established to spear head gender mainstreaming into policies & plans. All National policies & plans are applicable to sub-national levels. This question is a combination of the old 2017 2.1e and 2.2c gender-questions at national and sub-national level.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"20","2.2d","Descripción de la situación: La equidad social y de género en la participación es uno de los valores que sustenta constitucionalmente el Estado (Art. 8) pero existe heterogeneidad en su implementación en los niveles nacionales, se realiza de manera gradual y un poco lenta, sin embargo a través del Programa de Cuencas Pedagógicas se han realizado estudios de género y en los últimos años se está planificado la implementación de proyectos con enfoque de género, siendo limitados los recursos asignados para este tipo de acciones sobre todo a nivel de los Gobiernos Subnacionales.","Formas de avanzar: Reforzar las acciones entorno a acciones con enfoque de género, sobre todo en los niveles sub nacionales, capacitar a las entidades sub nacionales sobre la temática de género y su importancia en la planificación en torno a la cuenca.","Bolivia_651_2020_ES_Final_24.09.2020.docx"
